result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,comparator_class_v34,comparator_adjudication
V33-OD-0042,Zhang 2023,Zhang_2023,ZHANG23_TEAS_vs_SHAM_VOID,TEAS,Sham/no current,TEAS,Sham,Urinary recovery,Time to first spontaneous void,Postoperative,Outcome-specific analyzed population,922.0,916.0,,,,,,,hours,Median/IQR,Table 2 / primary spontaneous-void outcome,,TEAS EA Verification/Source PDFs/covidence_308_full_article.pdf,8dec75fafabcec621210b06873dbb8fd42d70c04d4a8490a0f0cd1e2ed1eff44,110/1948 randomized participants were excluded from final analysis; abstract gives sham median 7.0 h but Table 2 gives 7.1 h—use table value,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0043,Zhang 2023,Zhang_2023,ZHANG23_TEAS_vs_SHAM_DELAYED,TEAS,Sham/no current,TEAS,Sham,Urinary recovery,Delayed urinary recovery (>12 h without spontaneous void),Postoperative,Outcome-specific analyzed population,922.0,916.0,,,,,103.0,173.0,participants,Events/total,Table 2 / delayed urinary recovery,,TEAS EA Verification/Source PDFs/covidence_308_full_article.pdf,8dec75fafabcec621210b06873dbb8fd42d70c04d4a8490a0f0cd1e2ed1eff44,"Use analyzed denominators 922 and 916, not randomized denominators",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0044,Zhang 2023,Zhang_2023,ZHANG23_TEAS_vs_SHAM_POUR,TEAS,Sham/no current,TEAS,Sham,Urinary recovery,Postoperative urinary retention,Postoperative,Outcome-specific analyzed population,922.0,916.0,,,,,75.0,104.0,participants,Events/total,Table 2 / POUR result,,TEAS EA Verification/Source PDFs/covidence_308_full_article.pdf,8dec75fafabcec621210b06873dbb8fd42d70c04d4a8490a0f0cd1e2ed1eff44,Use analyzed denominators 922 and 916,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0045,Zhang 2023,Zhang_2023,ZHANG23_TEAS_vs_SHAM_MME48,TEAS,Sham/no current,TEAS,Sham,Opioid consumption,Postoperative IV morphine-equivalent consumption,Within 48 h,Outcome-specific analyzed population,922.0,916.0,,,,,,,mg IV morphine-equivalent,Median/IQR,Table 1 / postoperative opioid-equivalent result,,TEAS EA Verification/Source PDFs/covidence_308_full_article.pdf,8dec75fafabcec621210b06873dbb8fd42d70c04d4a8490a0f0cd1e2ed1eff44,Authors converted opioids using ClinCalc; exact 24-h postoperative dose is not reported,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0046,Zhang 2023,Zhang_2023,ZHANG23_TEAS_vs_SHAM_OPIOID24,TEAS,Sham/no current,TEAS,Sham,Opioid consumption,Exact cumulative postoperative opioid dose,0-24 h,Outcome-specific analyzed population,922.0,916.0,,,,,,,mg IV morphine-equivalent,Not reported,Exact 24-h endpoint absent,,TEAS EA Verification/Source PDFs/covidence_308_full_article.pdf,8dec75fafabcec621210b06873dbb8fd42d70c04d4a8490a0f0cd1e2ed1eff44,Only a postoperative 48-h opioid-equivalent endpoint is reported,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0047,Zhang 2014,Zhang_2014,ZHANG14_TEAS_vs_SHAM_RR,Preoperative TEAS,Sham/no current,TEAS,Sham,Recovery,Recovery-room stay,Recovery-room discharge,Outcome-specific analyzed population,33.0,32.0,35.6,12.9,48.3,16.3,,,minutes,Mean/SD,Primary outcome / recovery-room stay,,retrieved_pdfs/043_zhang_2014.pdf,d11683b0117d0969b067c93da9fc3dee44082ef4c10edd5fb53023a0beced310,Abstract incorrectly states 72 randomized; detailed flowchart/tables show 65 randomized and analyzed,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0048,Zhang 2014,Zhang_2014,ZHANG14_TEAS_vs_SHAM_REMI,Preoperative TEAS,Sham/no current,TEAS,Sham,Intraoperative opioid,Remifentanil consumption rate,Intraoperative,Outcome-specific analyzed population,33.0,32.0,0.06,0.02,0.09,0.03,,,µg/kg/min,Mean/SD,Table 2 / intraoperative remifentanil,,retrieved_pdfs/043_zhang_2014.pdf,d11683b0117d0969b067c93da9fc3dee44082ef4c10edd5fb53023a0beced310,"Weight/time-normalized consumption, not absolute remifentanil dose",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0049,Zhang 2014,Zhang_2014,ZHANG14_TEAS_vs_SHAM_NAUSEA,Preoperative TEAS,Sham/no current,TEAS,Sham,PONV,Postoperative nausea,Postoperative,Outcome-specific analyzed population,33.0,32.0,,,,,7.0,15.0,participants,Events/total,Table 3 / postoperative side effects,,retrieved_pdfs/043_zhang_2014.pdf,d11683b0117d0969b067c93da9fc3dee44082ef4c10edd5fb53023a0beced310,No exact narrower time window reported in the extraction,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0050,Zhang 2014,Zhang_2014,ZHANG14_TEAS_vs_SHAM_VOMIT,Preoperative TEAS,Sham/no current,TEAS,Sham,PONV,Postoperative vomiting,Postoperative,Outcome-specific analyzed population,33.0,32.0,,,,,4.0,11.0,participants,Events/total,Table 3 / postoperative side effects,,retrieved_pdfs/043_zhang_2014.pdf,d11683b0117d0969b067c93da9fc3dee44082ef4c10edd5fb53023a0beced310,No exact narrower time window reported in the extraction,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0051,Zhang 2014,Zhang_2014,ZHANG14_TEAS_vs_SHAM_OPIOID24,Preoperative TEAS,Sham/no current,TEAS,Sham,Opioid consumption,Exact cumulative postoperative opioid dose,0-24 h,Outcome-specific analyzed population,33.0,32.0,,,,,,,mg/µg,Not reported,Postoperative analgesic section,,retrieved_pdfs/043_zhang_2014.pdf,d11683b0117d0969b067c93da9fc3dee44082ef4c10edd5fb53023a0beced310,Study reports intraoperative remifentanil rate but no exact postoperative opioid-consumption total,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0052,Yang 2024,Yang_2024,YANG24_EA_vs_UC_MORPH24,Perioperative EA + usual care,Usual care,EA,Usual care,Opioid consumption,Morphine use via IV PCA,First 24 h / POD1,Outcome-specific analyzed population,90.0,90.0,43.7,4.7,44.0,4.9,,,mg morphine,Mean/SD,Table 3 / Morphine use on POD1,,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,All 180 randomized participants retained in ITT; open-label patients but objective PCA drug-use record,INCLUDE,SENSITIVITY,Source construct/window/contrast reviewed; direct data admitted.,;opioid24_EA_usual_expanded,1,,
V33-OD-0053,Yang 2024,Yang_2024,YANG24_EA_vs_UC_FLATUS,Perioperative EA + usual care,Usual care,EA,Usual care,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,90.0,90.0,15.4,3.2,17.0,3.7,,,hours,Mean/SD,Table 2 / primary first-flatus outcome,,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,Open-label participants; outcome assessor blinded,INCLUDE,INCLUDE,Same construct and membership as hours MD; no selection by I² or P.,;flatus_EA_usual;flatus_EA_usual_SMD_sensitivity,1,,
V33-OD-0054,Yang 2024,Yang_2024,YANG24_EA_vs_UC_DEFEC,Perioperative EA + usual care,Usual care,EA,Usual care,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,90.0,90.0,75.9,7.9,79.7,8.1,,,hours,Mean/SD,Table 2 / primary first-defecation outcome,,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,Open-label participants; outcome assessor blinded,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;defecation_EA_usual,1,,
V33-OD-0055,Yang 2024,Yang_2024,YANG24_EA_vs_UC_VOMIT,Perioperative EA + usual care,Usual care,EA,Usual care,PONV,Postoperative vomiting,0-24 h after surgery,Outcome-specific analyzed population,90.0,90.0,,,,,12.0,25.0,participants,Events/total,Secondary outcomes / PONV,,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,No sham acupuncture; patient knowledge could affect subjective nausea but vomiting is more objective,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;vomiting24_EA_usual,1,,
V33-OD-0056,Xiong 2021,Xiong_2021,XIONG21_TEAS_vs_CTRL_PONV48,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,TEAS,Sham,PONV,Any PONV,Within 48 h,Outcome-specific analyzed population,31.0,31.0,,,,,13.0,24.0,participants,Events/total,Abstract / 48-h PONV result,,TEAS EA Verification/Source PDFs/covidence_431_full_article.pdf,85f0cc1e5493db16e616ba5a77950207798546aa0ed9986773bbcefac9ca1d45,Participant blinding intended but active postoperative tingling may have revealed allocation,INCLUDE,INCLUDE,v36: Xiong2021 control had electrodes applied and connected without stimulation (sham); formerly ponv48_TEAS_usual.,;ponv48_TEAS_sham,1,CONTROL_TYPE_REVIEW_REQUIRED,"Xiong 2021: ""the patients in the control group had gel electrodes applied and connected to an acupuncture instrument without stimulation."""
V33-OD-0057,Xiong 2021,Xiong_2021,XIONG21_TEAS_vs_CTRL_CIPONV,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,PONV,Clinically important PONV,Within 48 h,Outcome-specific analyzed population,31.0,31.0,,,,,5.0,15.0,participants,Events/total,Abstract / clinically important PONV,,TEAS EA Verification/Source PDFs/covidence_431_full_article.pdf,85f0cc1e5493db16e616ba5a77950207798546aa0ed9986773bbcefac9ca1d45,Patient-reported symptom severity; sensory blinding may be imperfect,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0058,Xiong 2021,Xiong_2021,XIONG21_TEAS_vs_CTRL_RESCUEAE,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Rescue antiemetic,Any rescue antiemetic medication,Within 48 h,Outcome-specific analyzed population,31.0,31.0,,,,,9.0,18.0,participants,Events/total,Abstract / rescue antiemetic result,,TEAS EA Verification/Source PDFs/covidence_431_full_article.pdf,85f0cc1e5493db16e616ba5a77950207798546aa0ed9986773bbcefac9ca1d45,Counts reconstructed exactly from group denominator 31,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0059,Xiong 2021,Xiong_2021,XIONG21_TEAS_vs_CTRL_POSTOPMME,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Opioid consumption,Postoperative opioid consumption,Postoperative window unclear,Outcome-specific analyzed population,31.0,31.0,0.6,0.2,0.6,0.1,,,mg morphine-equivalent/kg,Mean/SD,Table 1 / postoperative opioid consumption,,TEAS EA Verification/Source PDFs/covidence_431_full_article.pdf,85f0cc1e5493db16e616ba5a77950207798546aa0ed9986773bbcefac9ca1d45,Exact postoperative interval is not stated; route terminology in Results is internally inconsistent,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Unresolved source statistic, denominator or timepoint.",,1,,
V33-OD-0060,Xiong 2021,Xiong_2021,XIONG21_TEAS_vs_CTRL_OPIOID24,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Opioid consumption,Exact cumulative postoperative opioid dose,0-24 h,Outcome-specific analyzed population,31.0,31.0,,,,,,,mg morphine-equivalent/kg,Not reported,Exact 24-h endpoint absent,,TEAS EA Verification/Source PDFs/covidence_431_full_article.pdf,85f0cc1e5493db16e616ba5a77950207798546aa0ed9986773bbcefac9ca1d45,Published opioid-equivalent result lacks a fixed time window,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0061,Xing 2022,Xing_2022,XING22_NTG_vs_NG_REMI,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,Sham,Intraoperative opioid,Total remifentanil consumption,Intraoperative,Outcome-specific analyzed population,29.0,29.0,1182.61,253.61,1415.41,295.67,,,µg remifentanil,Mean/SD,"Table 3, p10",,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Direct TEAS contrast is NTG vs NG; do not attribute NTG-vs-G combined package entirely to TEAS,INCLUDE,INCLUDE,Leave-out diagnostic: Zheng2025 printed SD/P internal inconsistency unresolved; not a replacement body.,;intraop_remifentanil_TEAS_sham;intraop_remifentanil_TEAS_sham_without_Zheng2025,1,,
V33-OD-0062,Xing 2022,Xing_2022,XING22_NTG_vs_NG_FLATUS,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,Sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,29.0,29.0,32.57,6.94,36.83,6.19,,,hours,Mean/SD,Postoperative recovery results,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Three-arm study; use NTG vs NG for incremental TEAS effect,INCLUDE,INCLUDE,Leave-out diagnostic: Zheng2025 printed SD/P internal inconsistency unresolved; not a replacement body.,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025,1,,
V33-OD-0063,Xing 2022,Xing_2022,XING22_NTG_vs_NG_PONV,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,Sham,PONV,PONV incidence,Postoperative,Outcome-specific analyzed population,29.0,29.0,,,,,5.0,11.0,participants,Events/total,Postoperative complications,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Counts reconstructed from n=29 analyzed per arm,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0064,Xing 2022,Xing_2022,XING22_NTG_vs_NG_RESTVAS24,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,Sham,Pain,Rest pain VAS,24 h,Outcome-specific analyzed population,29.0,29.0,1.18,0.42,1.4,0.52,,,VAS 0-10,Mean/SD,24-h pain result,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,"At 24 h both TAPB groups improved versus G, but incremental NTG-vs-NG difference was not reported significant",INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;pain24_rest_TEAS_sham,1,,
V33-OD-0065,Xing 2022,Xing_2022,XING22_NTG_vs_NG_PRESS,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,Sham,Opioid demand,PCIA pump press count,48-h / 2-day PCIA period,Outcome-specific analyzed population,29.0,29.0,6.55,3.19,9.97,3.8,,,presses,Mean/SD,Table 3 / PCIA press count,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Press attempts may not equal successful delivered boluses; do not multiply by 1 µg,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0066,Xing 2022,Xing_2022,XING22_NTG_vs_NG_OPIOID24,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,Sham,Opioid consumption,Exact cumulative postoperative sufentanil delivered,0-24 h,Outcome-specific analyzed population,29.0,29.0,,,,,,,µg sufentanil,Not reported,Exact 24-h endpoint absent,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,PCIA wording is internally contradictory and only press counts are reported,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0067,Xie 2014,Xie_2014,XIE14_EAS_vs_SHAM_TOTALSUF,Active EAS PC4/PC6,Sham needling PC4/PC6,EA,Sham,Opioid consumption,Total postoperative/perioperative sufentanil,Study PCA period; exact fixed window unclear,Outcome-specific analyzed population,20.0,20.0,115.0,6.0,133.0,7.0,,,µg sufentanil,Mean/SD,Table 2 / total sufentanil,,TEAS EA Verification/Source PDFs/covidence_701_full_article.pdf,266dbdedc8cd25d5a1062363b7ead083bd8d7f939052db59b24463cdf7f795a3,Infusion described through POD3; Discussion mentions lower use through 48 h; Table 2 does not define fixed window,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Unresolved source statistic, denominator or timepoint.",,1,,
V33-OD-0068,Xie 2014,Xie_2014,XIE14_EAS_vs_CONTROL_TOTALSUF,Active EAS PC4/PC6,General-anesthesia control,EA,CONTROL_TYPE_REVIEW_REQUIRED,Opioid consumption,Total postoperative/perioperative sufentanil,Study PCA period; exact fixed window unclear,Outcome-specific analyzed population,20.0,20.0,115.0,6.0,134.0,5.9,,,µg sufentanil,Mean/SD,Table 2 / total sufentanil,,TEAS EA Verification/Source PDFs/covidence_701_full_article.pdf,266dbdedc8cd25d5a1062363b7ead083bd8d7f939052db59b24463cdf7f795a3,Three-arm shared-intervention structure; exact fixed observation window not established,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Unresolved source statistic, denominator or timepoint.",,1,,
V33-OD-0069,Xie 2014,Xie_2014,XIE14_EAS_vs_SHAM_PCADEMAND,Active EAS PC4/PC6,Sham needling PC4/PC6,EA,Sham,Opioid demand,Patient-controlled analgesia demand count,Study PCA period,Outcome-specific analyzed population,20.0,20.0,16.0,3.0,43.0,3.0,,,demands,Mean/SD,Table 2 / patient demand,,TEAS EA Verification/Source PDFs/covidence_701_full_article.pdf,266dbdedc8cd25d5a1062363b7ead083bd8d7f939052db59b24463cdf7f795a3,Demand count should not be converted into delivered sufentanil without confirmation,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0070,Xie 2014,Xie_2014,XIE14_EAS_vs_SHAM_OPIOID24,Active EAS PC4/PC6,Sham needling PC4/PC6,EA,Sham,Opioid consumption,Exact cumulative postoperative sufentanil,0-24 h,Outcome-specific analyzed population,20.0,20.0,,,,,,,µg sufentanil,Not reported,Exact 24-h endpoint absent,,TEAS EA Verification/Source PDFs/covidence_701_full_article.pdf,266dbdedc8cd25d5a1062363b7ead083bd8d7f939052db59b24463cdf7f795a3,Directly reported total cannot be assigned to a fixed 24-h window,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0071,Wu 2022,Wu_2022,WU22_PTEAS_vs_CTRL_PAINPOD1,Perioperative pTEAS,No-current control,TEAS,Sham,Pain,VAS pain intensity,POD1,Outcome-specific analyzed population,44.0,40.0,1.77,0.91,2.25,0.71,,,VAS 0-10,Mean/SD,Table 3 / POD1 pain,,TEAS EA Verification/Source PDFs/s12871-022-01875-3.pdf,bb3c8a4aedbf656c306082e2b889c37c04af8d614fb8e8f23b3d6da85e33d3aa,Asymmetric post-randomization exclusions: 1/45 pTEAS vs 5/45 control; participant sensory blinding not convincing,INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,;pain24_unclassified_TEAS_sham,1,,
