result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,model_id,measure,construct,role,analysis_unit,yi,vi,comparator_class_v34,comparator_adjudication,continuity_correction
V33-OD-0128+V33-OD-0129,Lu 2021,Lu_2021,COMBINED_COMPATIBLE_ACTIVE_ARMS,Combined PC6+CV17 TEAS,Sham/no current,TEAS,sham,Intraoperative opioid,Total remifentanil,Intraoperative,Outcome-specific analyzed population,388.0,188.0,1251.0309278350514,554.8461332650133,1400.0,700.0,,,mg remifentanil,Mean/SD,Table 3 / intraoperative remifentanil | Table 3 / intraoperative remifentanil,,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,Three-arm trial; sham is a shared comparator,INCLUDE,INCLUDE,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,intraop_remifentanil_TEAS_sham,1000,intraop_remifentanil_TEAS_sham,MD,intraop_remifentanil,ADDITIONAL,µg remifentanil,-148.96907216494856,3399.8217199582937,,,
V33-OD-0232,Guo 2023,Guo_2023,GUO23_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no-current TEAS,TEAS,sham,Intraoperative opioid,Remifentanil consumption,Intraoperative,Outcome-specific analyzed population,55.0,55.0,870.0,300.0,1010.0,390.0,,,mg remifentanil,Mean/SD,Perioperative anesthetic table,,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,Complete-case n=55/group,INCLUDE,INCLUDE,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,intraop_remifentanil_TEAS_sham,1000,intraop_remifentanil_TEAS_sham,MD,intraop_remifentanil,ADDITIONAL,µg remifentanil,-140.0,4401.818181818182,,,
V33-OD-0061,Xing 2022,Xing_2022,XING22_NTG_vs_NG_REMI,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,sham,Intraoperative opioid,Total remifentanil consumption,Intraoperative,Outcome-specific analyzed population,29.0,29.0,1182.61,253.61,1415.41,295.67,,,µg remifentanil,Mean/SD,"Table 3, p10",,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Direct TEAS contrast is NTG vs NG; do not attribute NTG-vs-G combined package entirely to TEAS,INCLUDE,INCLUDE,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,intraop_remifentanil_TEAS_sham,1,intraop_remifentanil_TEAS_sham,MD,intraop_remifentanil,ADDITIONAL,µg remifentanil,-232.80000000000018,5232.371758620689,,,
V33-OD-0379,Pan 2023,Pan_2023,PAN23_TEAS_vs_CTRL_INTRAOPREMI,TEAS,Control/usual care,TEAS,usual_care,Intraoperative opioid,Intraoperative remifentanil,Intraoperative,Outcome-specific analyzed population,52.0,53.0,740.1,276.9,854.0,287.5,,,ug remifentanil,Mean/SD,"Table 2 (Duration Remifentanil, ug)",,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,"Analysis Ns taken from the Table 2 column headers (Group T N=52, Group C N=53) against 105 randomized, i.e. post-randomization exclusions occurred. Existing RoB 2 concern for this trial is retained and NOT downgraded by this addition.",INCLUDE,INCLUDE,v36: Pan2023 and Liang2021 controls received no TEAS/no stimulation without a described sham procedure.,intraop_remifentanil_TEAS_usual,1,intraop_remifentanil_TEAS_usual,MD,intraop_remifentanil,ADDITIONAL,µg remifentanil,-113.89999999999998,3034.0443867924528,Usual care,"Pan 2023: ""Patients in Group C did not undergo TEAS."" No sham procedure described.",
AUDIT-0364,Liang 2021,Liang_2021,V34_B4_045,Preoperative TEAS,Control/no stimulation,TEAS,usual_care,Intraoperative opioid,Remifentanil consumption,Intraoperative,"Available-case analysis; 75 randomized, 70 analyzed",35.0,35.0,521.5,206.8,464.7,156.0,,,μg,Mean/SD,"Evidence-Based Complementary and Alternative Medicine 2021, Table 1; Table 1",Remifentanil consumption: TEAS 521.5±206.8 vs control 464.7±156.0.,retrieved_pdfs/014_liang_2021.pdf,cf2cc8a627b115ade55a85190c39352aa1a8e63ff1974e4a33dc7b65f961a5a3,Table 1 gives no outcome-specific P value and states baseline/intraoperative variables did not significantly differ.,INCLUDE,INCLUDE,v36: Pan2023 and Liang2021 controls received no TEAS/no stimulation without a described sham procedure.,intraop_remifentanil_TEAS_usual,1,intraop_remifentanil_TEAS_usual,MD,intraop_remifentanil,ADDITIONAL,µg remifentanil,56.80000000000001,1917.2068571428572,Sham,"Liang 2021: ""in control group, the patients received no stimulation."" No electrode placement or sham procedure described.",
V33-OD-0376+V33-OD-0377+V33-OD-0378,Zhu 2022,Zhu_2022,COMBINED_COMPATIBLE_ACTIVE_ARMS,EA day before surgery,Usual care alone,EA,usual_care,Intraoperative opioid,Intraoperative remifentanil,Intraoperative,Outcome-specific analyzed population,299.0,101.0,553.2441471571906,239.08910737623506,570.0,260.0,,,mg remifentanil,Mean/SD,Table 1 (Intraoperative remifentanil) | Table 1 (Intraoperative remifentanil) | Table 1 (Intraoperative remifentanil),,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Table 1 baseline/anaesthesia parameter with a single 4-group omnibus P (0.948).,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,intraop_remifentanil_EA_usual,1000,intraop_remifentanil_EA_usual,MD,intraop_remifentanil,ADDITIONAL,µg remifentanil,-16.755852842809418,860.4895436227176,,,
V33-OD-0112,Ntritsou 2014,Ntritsou_2014,NTRI14_EA_vs_SHAM_REMI,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,EA,sham,Intraoperative opioid,Remifentanil consumption,Intraoperative,Outcome-specific analyzed population,35.0,35.0,1003.6,522.7,1041.9,631.9,,,µg remifentanil,Mean/SD,Table 1 / remifentanil,,TEAS EA Verification/Source PDFs/covidence_729_full_article.pdf,f75d422117f1c9468f6bfaf215e0c43c38fd842380657e42e1508b6a9aa13242,No significant intraoperative opioid-sparing effect,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,intraop_remifentanil_EA_sham,1,intraop_remifentanil_EA_sham,MD,intraop_remifentanil,ADDITIONAL,µg remifentanil,-38.30000000000007,19214.654285714285,,,
V33-OD-0299,Oztas 2019,Oztas_2019,OZT19_TAES_vs_CTRL_TRAM24,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,TEAS,usual_care,Opioid consumption,Cumulative IV PCA tramadol HCl consumption,0-24 h,Outcome-specific analyzed population,15.0,16.0,228.4,87.89,357.81,123.7,,,mg tramadol,Mean/SD,Table 4 / Tramadol HCl (0–24 h),,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,Separate rescue IM pethidine was also used and reported; combined all-opioid mean/SD cannot be derived without covariance/raw data. One TAES patient excluded post-randomization.,INCLUDE,SENSITIVITY,Source construct/window/contrast reviewed; direct data admitted.,tramadol24_TEAS_usual_PCA,1,tramadol24_TEAS_usual_PCA,MD,PCA_tramadol_0_24h,SENSITIVITY,mg IV tramadol,-129.41,1471.3324316666667,Usual care,Oztas 2019: control received no electrical-stimulation intervention with standard PCA.,
V33-OD-0300,Oztas 2019,Oztas_2019,OZT19_TAES_vs_TENS_TRAM24,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),TEAS,active_electrical,Opioid consumption,Cumulative IV PCA tramadol HCl consumption,0-24 h,Outcome-specific analyzed population,15.0,16.0,228.4,87.89,257.68,65.55,,,mg tramadol,Mean/SD,Table 4 / Tramadol HCl (0–24 h),,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,Separate rescue pethidine also used; active comparator must not be relabeled as sham/usual care. One TAES patient excluded post-randomization.,INCLUDE,SENSITIVITY,Source construct/window/contrast reviewed; direct data admitted.,tramadol24_TEAS_active_PCA,1,tramadol24_TEAS_active_PCA,MD,PCA_tramadol_0_24h,SENSITIVITY,mg IV tramadol,-29.28,783.5269629166667,CONTROL_TYPE_REVIEW_REQUIRED,Oztas 2019: incision-periphery TENS (2-100 Hz) is an active electrical comparator.,
V33-OD-0303,Oztas 2019,Oztas_2019,OZT19_TAES_vs_CTRL_PETH24,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,TEAS,usual_care,Rescue opioid use,Rescue IM pethidine HCl consumption,0-24 h,Outcome-specific analyzed population,15.0,16.0,20.66,27.89,33.12,42.69,,,mg pethidine,Mean/SD,Table 4 / Pethidine HCl (0–24 h),,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,Rescue opioid reported separately from PCA tramadol; do not sum aggregate SDs without covariance/raw data.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,pethidine24_TEAS_usual_rescue,1,pethidine24_TEAS_usual_rescue,MD,rescue_pethidine_0_24h,ADDITIONAL,mg IM pethidine,-12.459999999999997,165.75906291666666,Usual care,Oztas 2019: control received no electrical-stimulation intervention with standard PCA.,
V33-OD-0304,Oztas 2019,Oztas_2019,OZT19_TAES_vs_TENS_PETH24,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6),TEAS,active_electrical,Rescue opioid use,Rescue IM pethidine HCl consumption,0-24 h,Outcome-specific analyzed population,15.0,16.0,20.66,27.89,33.75,56.55,,,mg pethidine,Mean/SD,Table 4 / Pethidine HCl (0–24 h),,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,Rescue opioid reported separately from PCA tramadol; active comparator must remain separate.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,pethidine24_TEAS_active_rescue,1,pethidine24_TEAS_active_rescue,MD,rescue_pethidine_0_24h,ADDITIONAL,mg IM pethidine,-13.09,251.72571291666665,CONTROL_TYPE_REVIEW_REQUIRED,Oztas 2019: incision-periphery TENS (2-100 Hz) is an active electrical comparator.,
V33-OD-0331,Song 2020,Song_2020,SONG20_TEAS_vs_SHAM_PONV24,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,TEAS,active_electrical,PONV,Nausea and vomiting adverse event,0-24 h,Outcome-specific analyzed population,42.0,43.0,,,,,3.0,10.0,participants with nausea/vomiting,Events/total,Table 3,,TEAS EA Verification/Source PDFs/getfile.php-6.pdf,0a262651d2a78a1454e1b07a661f3c6a77c06b6a6143de7adb70ca1abc9c844a,Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,INCLUDE,INCLUDE,Song matched non-acupoint electrical stimulation; conservative active-control category. Broad-sham sensitivity available.,ponv24_TEAS_active,1,ponv24_TEAS_active,RR,composite_PONV_0_24h,ADDITIONAL,risk ratio,-1.180442306915742,0.38626799557032115,CONTROL_TYPE_REVIEW_REQUIRED,"Song 2020: ""electrical stimulation at a nonacupoint"" with matched timing/frequency; conservative active-control class.",0
V33-OD-0328,Song 2020,Song_2020,SONG20_TEAS_vs_SHAM_PAIN24H,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,TEAS,active_electrical,Pain,Postoperative VAS pain score,24 h after surgery,Outcome-specific analyzed population,42.0,43.0,2.76,1.1,3.23,1.1,,,VAS 0-10,Mean/SD,Table 3,,TEAS EA Verification/Source PDFs/getfile.php-6.pdf,0a262651d2a78a1454e1b07a661f3c6a77c06b6a6143de7adb70ca1abc9c844a,Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,INCLUDE,SENSITIVITY,Source construct/window/contrast reviewed; direct data admitted.,pain24_TEAS_active_unspecified,1,pain24_TEAS_active_unspecified,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-0.4700000000000002,0.05694905869324475,CONTROL_TYPE_REVIEW_REQUIRED,"Song 2020: ""electrical stimulation at a nonacupoint"" with matched timing/frequency; conservative active-control class.",
V33-OD-0027,Zhou 2025,Zhou_2025,ZHOU25_TEAS_vs_SHAM_PONV,PACU TEAS,Sham/no current,TEAS,sham,PONV,PONV incidence,POD1,Outcome-specific analyzed population,48.0,49.0,,,,,10.0,19.0,participants,Events/total,"Table 4, p8",,TEAS EA Verification/Source PDFs/105119.pdf,d9bf76bd7e244dd4513f686ee9be168122d8db4ced699a7f881f93237b3cb52b,Participant sensory blinding uncertain,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.6212345989696589,0.11139008234872896,,,0
V33-OD-0033,Zheng 2025,Zheng_2025,ZHENG25_TEAS_vs_SHAM_PONV,Perioperative TEAS,Sham/no current,TEAS,sham,PONV,Any PONV,Within 24 h postoperatively,Outcome-specific analyzed population,42.0,43.0,,,,,18.0,29.0,participants,Events/total,Primary outcome / 24-h PONV result,,TEAS EA Verification/Source PDFs/109499.pdf,a99722242c4b1800916d66613b5a0ed223a91f853e14ecce929740eb91dc466b,Counts 18/42 and 29/43 are reconstructed from reported 42.9% and 67.4%; use percentages as source truth,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.4533935746801152,0.04297297641323303,,,0
V33-OD-0130+V33-OD-0131,Lu 2021,Lu_2021,COMBINED_COMPATIBLE_ACTIVE_ARMS,Combined PC6+CV17 TEAS,Sham/no current,TEAS,sham,PONV,Any PONV,24 h,Outcome-specific analyzed population,388.0,188.0,,,,,94.0,68.0,participants,Events/total,24-h PONV table | 24-h PONV table,,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,Use raw event counts; three-arm shared sham comparator,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.40077629969942713,0.017447711701482523,,,0
V33-OD-0168,Liu 2026 (burn),Liu_2026_burn,LIU26BURN_TEAS_vs_SHAM_PONV24,Pre-induction TEAS,Placebo/sham TEAS,TEAS,sham,PONV,Nausea-vomiting,Through POD1 / approximately 24 h,Outcome-specific analyzed population,43.0,43.0,,,,,7.0,16.0,participants,Events/total,Secondary postoperative outcomes,,TEAS EA Verification/Source PDFs/covidence_48_verified.pdf,ad454ee8b62ea93e4001edd3f7e8329ea09a0caaa10204d00e93b2f28891200d,Two different P-values are printed for the same result,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.8266785731844678,0.15884551495016613,,,0
V33-OD-0195,Jiang 2026,Jiang_2026,JIANG26_TEAS_vs_SHAM_PONV24,Perioperative TEAS,Sham/no current,TEAS,sham,PONV,PONV incidence,Within 24 h,Outcome-specific analyzed population,294.0,293.0,,,,,44.0,67.0,participants,Events/total,24-h PONV result,,TEAS EA Verification/Source PDFs/study_4_Jiang_2026.pdf,a980f1476ff869174b7b605dbceff078e5885e02049ca2ea0b95cc19e2a5ac66,Use 44/294 vs 67/293; do not relabel 587 as randomized/ITT,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.4239101437943192,0.030838316034106947,,,0
V33-OD-0215,He 2026 (hepatectomy/JIS),He_2026_hepatectomy_JIS,HEJIS26_TEAS_vs_CTRL_PONV24,Intraoperative PC6 TEAS,No-current PC6 control,TEAS,sham,PONV,PONV incidence,0-24 h,Outcome-specific analyzed population,80.0,79.0,,,,,19.0,21.0,participants,Events/total,Primary PONV outcome / mITT,,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,Primary trial outcome; no meaningful between-group difference,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.1126622407638426,0.07509239871831477,,,0
V33-OD-0257,Chen 2015,Chen_2015,CHEN15Q_TEAS_vs_CTRL_PONV24,Preoperative TEAS,Electrodes/device with no stimulation,TEAS,sham,PONV,PONV incidence,0-24 h,Outcome-specific analyzed population,41.0,42.0,,,,,10.0,26.0,participants,Events/total,Table 3 / PONV,,037_chen_2015_thyroidectomy_lund.pdf,60361dc28f099a330d13fe98c9e96d8f94334920f0eaffd65c450ffd6dc87bfc,Use analyzed denominators 41 and 42.,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.931413893448376,0.09026177074957564,,,0
V33-OD-0261,Chen 2015 (Hyperalgesia),Chen_2015_Hyperalgesia,CHEN15H_TEAS_vs_SHAM_PONV24,Preoperative TEAS,Electrodes/no-current sham,TEAS,sham,PONV,PONV incidence,0-24 h,Outcome-specific analyzed population,29.0,30.0,,,,,5.0,13.0,participants,Events/total,Table 2 / PONV,,040_chen_2015_hyperalgesia_lund.pdf,88719bd172fa29650c9503944c2e6f7cf083d1dac34c978d8f0d2ddf12b7d2ba,Use 29 analyzed TEAS and 30 control; one TEAS protocol-breach exclusion.,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.9216098933517549,0.20910698496905394,,,0
V33-OD-0276,Gao 2022,Gao_2022,GAO22_TEAS_vs_SHAM_PONV24,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2)",No-current sham with identical electrode/device setup,TEAS,sham,PONV,Any postoperative nausea and/or retching and/or vomiting,0-24 h,Outcome-specific analyzed population,827.0,828.0,,,,,243.0,283.0,participants with PONV,Events/total,Table 3 / primary 24 h PONV outcome,,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,Use raw events/total for unadjusted RR. The composite includes subjective nausea and patients were not fully blinded to stimulation sensation; outcome-specific RoB may be higher than for the objective opioid result.,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.15117699494112086,0.005231875930637845,,,0
V33-OD-0331,Song 2020,Song_2020,SONG20_TEAS_vs_SHAM_PONV24,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,TEAS,sham,PONV,Nausea and vomiting adverse event,0-24 h,Outcome-specific analyzed population,42.0,43.0,,,,,3.0,10.0,participants with nausea/vomiting,Events/total,Table 3,,TEAS EA Verification/Source PDFs/getfile.php-6.pdf,0a262651d2a78a1454e1b07a661f3c6a77c06b6a6143de7adb70ca1abc9c844a,Authors report 85 in ITT and 78 PP; Table 3/Table 2 retain original 42/43 group denominators. Active nonacupoint stimulation was used to preserve masking.,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-1.180442306915742,0.38626799557032115,CONTROL_TYPE_REVIEW_REQUIRED,"Song 2020: ""electrical stimulation at a nonacupoint"" with matched timing/frequency; conservative active-control class.",0
AUDIT-0359,Yu 2020,Yu_2020,V34_B4_040,Preoperative TEAS,Control/no current (electrodes applied),TEAS,sham,PONV,Any nausea and/or vomiting,0–24 h,Intention-to-treat; all randomized participants analyzed,30.0,30.0,,,,,7.0,17.0,participants,Events/total,"Trials 2020;21:43, pp.5–7; Table 3 + Results","PONV: control 17/30 (56.7%) vs TEAS 7/30 (23.3%), P<0.01.",TEAS EA Verification/Source PDFs/s13063-019-3892-4.pdf,12fbd503870f7f12216ff5f2544b159c66fecd557d4838bcabceec1aa151fb69,NOT REPORTED,INCLUDE,SENSITIVITY,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,ponv24_TEAS_broad_sham_sensitivity,1,ponv24_TEAS_broad_sham_sensitivity,RR,composite_PONV_0_24h_broad_sham,SENSITIVITY,risk ratio,-0.8873031950009027,0.13501400560224092,,,0
V33-OD-0028,Zhou 2025,Zhou_2025,ZHOU25_TEAS_vs_SHAM_FLATUS,PACU TEAS,Sham/no current,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,48.0,49.0,14.1,3.19,15.88,3.78,,,hours,Mean/SD,Postoperative recovery-time table,,TEAS EA Verification/Source PDFs/105119.pdf,d9bf76bd7e244dd4513f686ee9be168122d8db4ced699a7f881f93237b3cb52b,Ascertainment mechanism should be considered in RoB because participant sensory blinding may be imperfect,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_TEAS_sham_SMD_sensitivity,1,flatus_TEAS_sham_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.5044638565882101,0.04255326867391703,,,
V33-OD-0082,Wang 2023,Wang_2023,WANG23_TEAS_vs_SHAM_FLATUS,Nighttime TEAS,Sham/no current,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,40.0,43.0,54.57,16.62,60.7,19.1,,,hours,Mean/SD,Table 1 / postoperative first flatus,,TEAS EA Verification/Source PDFs/s40122-023-00493-2.pdf,9eae987a3d59d97843498faa079d7eac7ae430cae80d2971d356bb988714bd6c,5/88 randomized participants excluded for protocol breaches; no full ITT,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_TEAS_sham_SMD_sensitivity,1,flatus_TEAS_sham_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.3383542088469651,0.0489454740176116,,,
V33-OD-0134,Lu 2022,Lu_2022,LU22_TEAS_vs_CTRL_FLATUS,TEAS + ERAS,No-current control + ERAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,47.0,47.0,34.5,16.7,42.4,22.9,,,hours,Mean/SD,First flatus result,,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,83439ead7b747aa55a3be6aab468dc4350619651c2dfd0c516ffbf47d7b16f7c,Same 6 post-randomization exclusions apply,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_TEAS_sham_SMD_sensitivity,1,flatus_TEAS_sham_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.39096411348938265,0.04336623903210925,,,
V33-OD-0223,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_FLATUS,Long-duration TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,58.0,59.0,36.58,10.75,43.56,9.57,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_TEAS_sham_SMD_sensitivity,1,flatus_TEAS_sham_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.6817112652832308,0.036176558558760716,,,
V33-OD-0239,Gao 2021,Gao_2021,GAO21_TEAS_vs_SHAM_FLATUS,Postoperative TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,303.0,307.0,63.4,29.0,76.3,37.9,,,hours,Mean/SD,GI recovery outcomes,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,Full randomized sample retained; participant awareness may influence self-reported GI milestones,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_TEAS_sham_SMD_sensitivity,1,flatus_TEAS_sham_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.3814824897201987,0.006676944998610921,,,
V33-OD-0062,Xing 2022,Xing_2022,XING22_NTG_vs_NG_FLATUS,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,29.0,29.0,32.57,6.94,36.83,6.19,,,hours,Mean/SD,Postoperative recovery results,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Three-arm study; use NTG vs NG for incremental TEAS effect,INCLUDE,SENSITIVITY,Same construct and membership as hours MD; no selection by I² or P.,flatus_TEAS_sham_SMD_sensitivity,1,flatus_TEAS_sham_SMD_sensitivity,SMD,time_first_flatus,SENSITIVITY,Hedges g,-0.6391177568553613,0.07248682333730887,,,
