id	study	contrast	family	outcome	time	type	ni	nc	mi	sdi	mc	sdc	ei	ec	unit	eligibility	QC
V33-OD-0108	Sim 2002	SIM02_POSTOP_vs_PLACEBO_MORPH24	Opioid consumption	Cumulative postoperative IV PCA morphine	0-24 h	Mean/SD	30	30	0.58	0.27	0.68	0.38			mg/kg morphine	INCLUDE	Postoperative EA is a distinct randomized timing arm and must not be merged with preoperative EA
V33-OD-0109	Sim 2002	SIM02_PREOP_vs_PLACEBO_MORPH6_12	Opioid consumption	Postoperative IV PCA morphine	6-12 h	Median/IQR width as printed	30	30							mg/kg morphine	NARRATIVE ONLY	Source reports median (IQR) as 0.03 (0.05) vs 0.10 (0.11); IQR is reported as a single width rather than Q1/Q3
V33-OD-0110	Sim 2002	SIM02_PREOP_vs_PLACEBO_ALFENT	Intraoperative opioid	Alfentanil requirement rate	Intraoperative	Mean/SD	30	30	0.44	0.15	0.51	0.21			µg/kg/min	INCLUDE	No significant placebo-controlled intraoperative opioid-sparing effect
V33-OD-0111	Ntritsou 2014	NTRI14_EA_vs_SHAM_TRAMSUM	Opioid consumption	Total tramadol exposure	Perioperative / first 24 h most consistent with protocol; table does not restate window	Mean/SD	35	35	443.7	67.4	461.5	63.2			mg tramadol	INCLUDE	Includes scheduled/background tramadol and likely rescue tramadol; rescue morphine quantity not reported
V33-OD-0112	Ntritsou 2014	NTRI14_EA_vs_SHAM_REMI	Intraoperative opioid	Remifentanil consumption	Intraoperative	Mean/SD	35	35	1003.6	522.7	1041.9	631.9			µg remifentanil	INCLUDE	No significant intraoperative opioid-sparing effect
V33-OD-0113	Ntritsou 2014	NTRI14_EA_vs_SHAM_RESCUE	Rescue opioid use	Total rescue analgesia	First 24 h	Qualitative / exact quantities unavailable	35	35							tramadol 50 mg IV then morphine 2 mg IV as needed	HOLD	Main article reports significantly less total rescue analgesia but does not tabulate exact rescue tramadol/morphine quantities
V33-OD-0114	Ntritsou 2014	NTRI14_EA_vs_SHAM_MME24	Opioid consumption	Complete 24-h opioid/MME exposure	0-24 h	Not calculable	35	35							MME	HOLD	Do not equate lower rescue use with significantly lower total opioid exposure
V33-OD-0115	Ng 2013	NG13_EA_vs_SHAM_BOWEL	GI recovery	Time to first bowel motion / defecation	Postoperative	Mean/SD	55	55	85.9	36.1	107.5	46.2			hours	INCLUDE	Allocation used sealed nonopaque envelopes; EA-vs-sham participants and outcome assessors were blinded
V33-OD-0116	Ng 2013	NG13_EA_vs_NOACU_BOWEL	GI recovery	Time to first bowel motion / defecation	Postoperative	Mean/SD	55	55	85.9	36.1	122.1	53.5			hours	INCLUDE	No-acupuncture group could not be participant blinded
V33-OD-0117	Ng 2013	NG13_EA_vs_SHAM_FLATUS	GI recovery	Time to first flatus	Postoperative	Mean/SD	55	55	2	0.9	2.3	1.1			days	INCLUDE	No statistically significant EA-vs-sham difference
V33-OD-0118	Ng 2013	NG13_EA_vs_SHAM_PAINPOD1	Pain	VAS pain intensity	POD1	Mean/SD	55	55	5.6	2	5.8	1.9			VAS 0-10	INCLUDE	POD1 is not an exact clock-defined 24-h point
V33-OD-0119	Ng 2013	NG13_EA_vs_SHAM_PETHCOUNT	Opioid demand	Number of postoperative pethidine injections	Postoperative; exact window NR	Mean/SD	55	55	2.7	2.3	5.2	4.7			number of injections	INCLUDE	Methods say 1 mg/kg q4h PRN, tables say 50-mg injections; exact observation window and route not clearly defined
V33-OD-0120	Ng 2013	NG13_EA_vs_SHAM_OPIOID24	Opioid consumption	Cumulative pethidine consumption	0-24 h	Not reported	55	55							mg pethidine	NOT REPORTED	Do not multiply injection counts by 50 mg and call it a 24-h dose; source time window/dosing statement is ambiguous
V33-OD-0121	Ma 2026	MA26_T_vs_S_PAIN24	Pain	Resting NRS pain	24 h	Graph-only continuous data	17	16							NRS 0-10	GRAPH ONLY	Partially randomized trial: only T vs S is randomized. Exact 24-h means/SDs are graph-only and must not be inferred from Antigravity candidate values
V33-OD-0122	Ma 2026	MA26_T_vs_S_AISPOD1	Sleep quality	Athens Insomnia Scale	POD1	Graph-only continuous data	17	16							AIS points	GRAPH ONLY	Exact postoperative AIS means/SDs are graph-only; Group C is non-randomized and must not be used as a randomized comparator
V33-OD-0123	Ma 2026	MA26_T_vs_S_NAUSEA24	PONV	Nausea	24 h	Events/total	17	16					6	8	participants	INCLUDE	Overall P-value includes non-randomized Group C; do not treat it as the randomized pairwise P-value
V33-OD-0124	Ma 2026	MA26_T_vs_S_VOMIT24	PONV	Vomiting	24 h	Events/total	17	16					6	7	participants	INCLUDE	Overall P-value includes non-randomized Group C
V33-OD-0125	Ma 2026	MA26_T_vs_S_OPIOID24	Opioid consumption	Cumulative postoperative opioid consumption	0-24 h	Not reported	17	16							mg/µg	NOT REPORTED	Routine postoperative analgesia was non-opioid flurbiprofen; whether any postoperative opioid was given is not reported
V33-OD-0126	Lu 2021	LU21_COMB_vs_SHAM_CHRONIC6M	Chronic pain	Post-mastectomy chronic pain incidence	6 months	Events/total	190	188					42	65	participants	INCLUDE	Printed RR/P-values conflict across abstract, Results and Table 2; raw counts 42/190 vs 65/188 are the stable source facts
V33-OD-0127	Lu 2021	LU21_SINGLE_vs_SHAM_CHRONIC6M	Chronic pain	Post-mastectomy chronic pain incidence	6 months	Events/total	198	188					72	65	participants	INCLUDE	Table 2 gives 72/198; Results prose gives 79/196. Preserve Table 2 here and flag conflict rather than silently reconcile
V33-OD-0128	Lu 2021	LU21_COMB_vs_SHAM_REMI	Intraoperative opioid	Total remifentanil	Intraoperative	Mean/SD	190	188	1.2	0.5	1.4	0.7			mg remifentanil	INCLUDE	Three-arm trial; sham is a shared comparator
V33-OD-0129	Lu 2021	LU21_SINGLE_vs_SHAM_REMI	Intraoperative opioid	Total remifentanil	Intraoperative	Mean/SD	198	188	1.3	0.6	1.4	0.7			mg remifentanil	INCLUDE	Three-arm trial; do not describe P=0.04 as multiplicity-adjusted significant
V33-OD-0130	Lu 2021	LU21_COMB_vs_SHAM_PONV24	PONV	Any PONV	24 h	Events/total	190	188					35	68	participants	INCLUDE	Use raw event counts; three-arm shared sham comparator
V33-OD-0131	Lu 2021	LU21_SINGLE_vs_SHAM_PONV24	PONV	Any PONV	24 h	Events/total	198	188					59	68	participants	INCLUDE	Overall P is three-group; pairwise significance should not be inferred unless directly reported
V33-OD-0132	Lu 2021	LU21_POSTOP_OPIOID24	Opioid consumption	Cumulative postoperative sufentanil PCA consumption	0-24 h	Not reported									µg sufentanil	NOT REPORTED	PCA opioid is sufentanil but prescription and cumulative 24-h consumption are not reported
V33-OD-0133	Lu 2022	LU22_TEAS_vs_CTRL_DISCHARGE	Recovery	Time to meet discharge criteria	Postoperative	Mean/SD	47	47	6	1.8	7	2.4			days	INCLUDE	Six randomized patients were excluded because they did not receive allocated intervention; open conversion is plausibly related to discharge time
V33-OD-0134	Lu 2022	LU22_TEAS_vs_CTRL_FLATUS	GI recovery	Time to first flatus	Postoperative	Mean/SD	47	47	34.5	16.7	42.4	22.9			hours	INCLUDE	Same 6 post-randomization exclusions apply
V33-OD-0135	Lu 2022	LU22_TEAS_vs_CTRL_DEFEC	GI recovery	Time to first defecation	Postoperative	Mean/SD	47	47	42	25	55.4	29.7			hours	INCLUDE	Same 6 post-randomization exclusions apply
V33-OD-0136	Lu 2022	LU22_TEAS_vs_CTRL_PCAATTEMPT24	Opioid demand	PCA attempts	24 h	Median/IQR	47	47							attempts	NARRATIVE ONLY	PCA drug, bolus dose, concentration, basal infusion and lockout are not reported
V33-OD-0137	Lu 2022	LU22_TEAS_vs_CTRL_PCADELIV24	Opioid demand	Successful PCA deliveries	24 h	Median/IQR	47	47							deliveries	NARRATIVE ONLY	Do not convert successful deliveries into opioid dose because the PCA prescription is absent
V33-OD-0138	Lu 2022	LU22_TEAS_vs_CTRL_OPIOID24	Opioid consumption	Exact cumulative PCA opioid consumption	0-24 h	Not reported	47	47							mg/µg	NOT REPORTED	The main article never identifies the PCA drug or dose
V33-OD-0139	Luo 2026	LUO26_TEAS_vs_SHAM_NAUSEA48	PONV	Cumulative postoperative nausea	0-48 h	Events/total	138	139					24	53	participants	INCLUDE	Participant blinding was empirically poor: 77.5% of TEAS and 66.2% of sham participants correctly guessed allocation
V33-OD-0140	Luo 2026	LUO26_TEAS_vs_SHAM_VOMIT48	PONV	Cumulative postoperative vomiting	0-48 h	Events/total	138	139					9	27	participants	INCLUDE	Vomiting is more objective than nausea, but participant masking was incomplete
V33-OD-0141	Luo 2026	LUO26_TEAS_vs_SHAM_COMPLETE48	PONV	Complete response: no vomiting and no rescue antiemetic	0-48 h	Events/total	138	139					112	83	participants	INCLUDE	Abstract percentage differs slightly from table-derived 112/138; use raw counts
V33-OD-0142	Luo 2026	LUO26_TEAS_vs_SHAM_NRS24	Pain	Postoperative NRS pain	24 h	Mean/SD	138	139	1.3	0.92	1.65	0.95			NRS 0-10	INCLUDE	Rest-versus-movement condition is not reported; participant masking was incomplete
V33-OD-0143	Luo 2026	LUO26_TEAS_vs_SHAM_OPIOIDEQUIV	Perioperative opioid	Published 'sufentanil equivalents' metric	Perioperative	Mean/SD	138	139	15.86	5.11	15.18	4.95			published as mg; definition/unit unresolved	INCLUDE	Source labels approximately 15-16 as 'sufentanil equivalents (mg)' without explaining conversion; preserve verbatim
V33-OD-0144	Luo 2026	LUO26_TEAS_vs_SHAM_OPIOID24	Opioid consumption	Cumulative postoperative oxycodone consumption	0-24 h	Not reported	138	139							mg oxycodone	NOT REPORTED	Postoperative IV oxycodone is described, but schedule and group-specific cumulative 24-h consumption are not reported
V33-OD-0145	Long 2025	LONG25_TEAS_vs_CTRL_PND1	Neurocognitive	Perioperative neurocognitive disorder (PND)	POD1	Published event count + percentage; denominator inconsistent	27	26					7	14	Active: 7 cases (25.0%); Control: 14 cases (56.0%)	HOLD	Published percentages do not reconcile with final analyzed n=27 active/26 control; do not back-calculate denominators | V34: PND denominator conflict: study-level n=27/26 differs from percentages impl
V33-OD-0146	Long 2025	LONG25_TEAS_vs_CTRL_PND3	Neurocognitive	Perioperative neurocognitive disorder (PND)	POD3	Published event count + percentage; denominator inconsistent	27	26					4	12	Active: 4 cases (14.3%); Control: 12 cases (48.0%)	HOLD	Published percentages do not reconcile with reported analyzed denominators | V34: PND denominator conflict: study-level n=27/26 differs from percentages implying 28/25. No denominator reconstruction; 
V33-OD-0147	Long 2025	LONG25_TEAS_vs_CTRL_VAS24	Pain	VAS pain intensity	24 h	Mean/SD	27	26	2.78	0.97	3.96	0.96			VAS 0-10	HOLD	Abstract/Results prose gives active 2.65 ± 0.94; Table 7/Figure 9 gives 2.78 ± 0.97. Master uses the directly tabulated Table 7 value and retains discrepancy | V34: Long Table 7 EA 24-h VAS 2.78±0.97;
V33-OD-0148	Long 2025	LONG25_TEAS_vs_CTRL_PCIA48VOL	Opioid demand	PCIA solution consumption	48 h	Mean/SD	27	26	86.22	4.27	89.23	3.67			mL of weight-based sufentanil solution	INCLUDE	Reservoir contains 2 µg/kg sufentanil in 100 mL; group body weight is unavailable, so solution volume cannot be converted to group mean opioid mass
V33-OD-0149	Long 2025	LONG25_TEAS_vs_CTRL_PCIAPRESS48	Opioid demand	PCIA compression count	48 h	Mean/SD	27	26	7.11	2.14	8.62	1.84			presses	INCLUDE	Do not translate compression count into delivered sufentanil mass
V33-OD-0150	Long 2025	LONG25_TEAS_vs_CTRL_PONV	PONV	PONV incidence	Postoperative	Events/total	27	26					1	8	participants	INCLUDE	Adverse-event percentages elsewhere are internally inconsistent; raw 1/27 vs 8/26 is retained
V33-OD-0151	Long 2025	LONG25_TEAS_vs_CTRL_OPIOID24	Opioid consumption	Exact cumulative postoperative sufentanil consumption	0-24 h	Not reported	27	26							µg sufentanil	NOT REPORTED	24-h PCIA volume/compressions are not reported; even 48-h volume cannot be converted exactly to sufentanil mass without body weight
V33-OD-0152	Li 2021	LI21_TEAS_vs_SHAM_BOWEL	GI recovery	Time to first bowel motion by auscultation	Postoperative	Median/IQR	140	140							hours	NARRATIVE ONLY	26/306 randomized patients excluded in per-protocol analysis; exclusions include ICU transfer and operation cancellation
V33-OD-0153	Li 2021	LI21_TEAS_vs_SHAM_FLATUS	GI recovery	Time to first flatus	Postoperative	Median/IQR	140	140							hours	NARRATIVE ONLY	Use PP analyzed denominators explicitly; do not fabricate mean/SD
V33-OD-0154	Li 2021	LI21_TEAS_vs_SHAM_PGD	GI recovery	Postoperative gastrointestinal dysfunction: no bowel sounds >48 h	Postoperative	Events/total	140	140					26	44	participants	INCLUDE	Study-specific PGD definition; majority of events were in colorectal stratum
V33-OD-0155	Li 2021	LI21_TEAS_vs_SHAM_PAIN6	Pain	VAS ≥4	6 h	Events/total	140	140					30	50	participants	INCLUDE	Pain is reported as binary VAS ≥4 rather than continuous score
V33-OD-0156	Li 2021	LI21_TEAS_vs_SHAM_OPIOID24	Opioid consumption	Cumulative postoperative sufentanil consumption	0-24 h	Not reported	140	140							published pump formulation says 250 mg sufentanil/250 mL	NOT REPORTED	Printed pump unit is clinically implausible, programming is missing, and actual 24-h delivered dose is not reported; do not silently change mg to µg
V33-OD-0157	Liu 2026 (ESD)	LIU26ESD_TEAS_vs_SHAM_MODPAIN24	Pain	Moderate-to-severe pain (NRS ≥4)	Within 24 h	Events/total	58	62					22	40	participants	INCLUDE	9/129 randomized participants excluded after randomization, including postoperative bleeding and conversion to laparotomy; no ITT sensitivity analysis
V33-OD-0158	Liu 2026 (ESD)	LIU26ESD_TEAS_vs_SHAM_NRS24	Pain	NRS pain intensity	24 h	Mean/SD	58	62	1.2	1.3	2.8	1.9			NRS 0-10	INCLUDE	Active TEAS at maximum tolerated intensity vs sham no current; sensory blinding success was not tested
V33-OD-0159	Liu 2026 (ESD)	LIU26ESD_TEAS_vs_SHAM_ANYMORPH	Rescue opioid use	Any rescue IV morphine use	Through 48 h	Events/total	58	62					19	40	participants	INCLUDE	Morphine was 1 mg IV per administration, but number of administrations and cumulative dose per patient are not reported
V33-OD-0160	Liu 2026 (ESD)	LIU26ESD_TEAS_vs_SHAM_PONV	PONV	PONV incidence	Postoperative follow-up	Events/total	58	62					4	14	participants	INCLUDE	Published RR/P-value for PONV are internally inconsistent; use raw 4/58 vs 14/62
V33-OD-0161	Liu 2026 (ESD)	LIU26ESD_TEAS_vs_SHAM_MORPH24	Opioid consumption	Cumulative postoperative morphine consumption	0-24 h	Not reported	58	62							mg IV morphine	NOT REPORTED	Binary morphine use is reported, but administration counts and cumulative dose are not
V33-OD-0162	Liu 2021	LIU21_TEAS_vs_CTRL_POCD1	Neurocognitive	Postoperative cognitive decline (MMSE Z-score ≤ -2)	POD1	Events/total	50	50					5	11	participants	INCLUDE	Control prose prints 11 cases as 25%, but 11/50 = 22%; preserve count as authoritative
V33-OD-0163	Liu 2021	LIU21_TEAS_vs_CTRL_VASREST24	Pain	VAS at rest	24 h	Mean/SD	50	50	2.52	0.505	2.66	0.626			VAS	INCLUDE	Participant blinding is unclear because active stimulation was maximum tolerated and control received no current
V33-OD-0164	Liu 2021	LIU21_TEAS_vs_CTRL_VASCOUGH24	Pain	VAS with coughing	24 h	Mean/SD	50	50	3.2	0.571	3.16	0.681			VAS	INCLUDE	No evidence of analgesic benefit at 24 h
V33-OD-0165	Liu 2021	LIU21_TEAS_vs_CTRL_PCAPRESS24	Opioid demand	PCA pump compressions	0-24 h	Mean/SD	50	50	17.62	2.687	17.38	3.801			presses	INCLUDE	Compressions may represent demands rather than successful boluses; do not convert to sufentanil mass
V33-OD-0166	Liu 2021	LIU21_TEAS_vs_CTRL_OPIOID24	Opioid consumption	Cumulative postoperative sufentanil consumption	0-24 h	Not calculable	50	50							published formulation 0.15 µg/kg in 100 mL	HOLD	Published PCA formulation is ambiguous/implausibly low, successful delivered boluses are not reported, and actual cumulative sufentanil is unavailable
V33-OD-0167	Liu 2026 (burn)	LIU26BURN_TEAS_vs_SHAM_REMI	Intraoperative opioid	Remifentanil consumption	Intraoperative	Median/IQR	43	43							mg remifentanil	NARRATIVE ONLY	Abstract gives TEAS 0.65 (0.45-1.00) and control 0.90 (0.67-1.23); master uses Results/Figure 4 values and retains source discrepancy
V33-OD-0168	Liu 2026 (burn)	LIU26BURN_TEAS_vs_SHAM_PONV24	PONV	Nausea-vomiting	Through POD1 / approximately 24 h	Events/total	43	43					7	16	participants	INCLUDE	Two different P-values are printed for the same result
V33-OD-0169	Liu 2026 (burn)	LIU26BURN_TEAS_vs_SHAM_RESCUE	Rescue opioid use	Any rescue dezocine use	Through POD1	Events/total	43	43					3	8	participants	INCLUDE	All rescue users received one 5-mg IM dezocine dose; no repeat rescue doses were required
V33-OD-0170	Liu 2026 (burn)	LIU26BURN_TEAS_vs_SHAM_FVAS24	Pain	Resting F-VAS pain	24 h	Graph-only continuous data	43	43							F-VAS 0-100 mm	GRAPH ONLY	Exact means/SDs are figure-only; do not infer numeric values from bar heights
V33-OD-0171	Liu 2026 (burn)	LIU26BURN_TEAS_vs_SHAM_OPIOID24	Opioid consumption	Complete postoperative opioid/MME exposure	0-24 h	Not calculable	43	43							sufentanil + butorphanol PCIA; rescue dezocine	HOLD	PCIA composition is known but bolus volume, basal rate, delivered-volume and successful-delivery counts are not; two opioids are present in the pump
V33-OD-0172	Liu 2025	LIU25_EA_vs_CTRL_SVT24	Cardiac rhythm	New-onset supraventricular tachycardia (SVT)	First 24 h	Events/total	38	39					4	13	participants	INCLUDE	Three randomized participants discontinued after randomization; preserve analyzed denominators 38 and 39
V33-OD-0173	Liu 2025	LIU25_EA_vs_CTRL_TSTN1	Sleep quality	Total sleep time measured by ambulatory sleep recorder	First postoperative night	Median/IQR	38	39							minutes	NARRATIVE ONLY	Objective sleep-recorder endpoint; control electrical-current status is not completely clear in the publication
V33-OD-0174	Liu 2025	LIU25_EA_vs_CTRL_PAIN24	Pain	VAS pain intensity	24 h	Graph-only continuous data	38	39							VAS 0-10	GRAPH ONLY	Figure shows approximately 2/10 in both groups, but exact means/SDs are not numerically reported
V33-OD-0175	Liu 2025	LIU25_EA_vs_CTRL_OPIOID24	Opioid consumption	Exact cumulative postoperative opioid consumption	0-24 h	Not reported	38	39							mg/µg	NOT REPORTED	No source-grounded exact 0-24-h postoperative opioid total is available in the reconciled extraction
V33-OD-0176	Li 2022	LI22_EA_vs_SHAM_NRS24	Pain	Postoperative NRS pain	24 h	Median/IQR	39	40							NRS 0-10	NARRATIVE ONLY	One randomized participant was not included in the final EA analysis; the 24-h pain difference is not significant
V33-OD-0177	Li 2022	LI22_EA_vs_SHAM_MPT24	Experimental pain	Mechanical pain threshold around surgical incision	24 h	Source-reported direction; exact value not promoted	39	40							mechanical threshold	HOLD	EA advantage was reported at 30 min and 6 h, not at 24 or 48 h; the earlier stored RoB fabricated a significant 24-h result
V33-OD-0178	Li 2022	LI22_EA_vs_SHAM_OPIOID24	Opioid consumption	Exact cumulative postoperative opioid consumption	0-24 h	Not reported	39	40							mg/µg	NOT REPORTED	The prior derivative's 24-h sufentanil result was fabricated; no source-grounded exact 24-h postoperative opioid total is available
