lock_id,target,endpoint_stratum,study,comparison_id,intervention,comparator,outcome,time_window,data_type,n_i,n_c,mean_i,sd_i,median_i,q1_i,q3_i,events_i,mean_c,sd_c,median_c,q1_c,q3_c,events_c,unit,reported_p,derived_effect_measure,derived_effect,rob_overall,include_strict,include_sensitivity,narrative_only,author_priority,p1_disposition,analysis_action,overlap_family,hold_reason,shared_control_issue,source_qc,record_status,source_url,v34_record_id
F-exposure-006,F-exposure,F_intraop_fixed_or_unclear_exposure,Jiang 2026,JIANG26_TEAS_vs_SHAM_INTRAOP_REMI,Perioperative TEAS,Sham/no current,Remifentanil consumption,Intraoperative,Median/IQR,294,293,,,841.4,593.85,1278,,,,795.2,584,1228.2,,µg remifentanil,0.284,,,Some concerns,0,1,0,P1,RESOLVED_BY_STRATIFICATION,SENSITIVITY_MODEL,,,No,Direct source result; not a postoperative endpoint,SOURCE-VERIFIED,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,V33-OD-0196
F-exposure-007,F-exposure,F_intraop_fixed_or_unclear_exposure,Wu 2025,WU25_TEAS_vs_SHAM_INTRAOPREMI,PACU TEAS,Sham/no current,Remifentanil consumption,Intraoperative,Mean/SD,50,50,489.4,226,,,,,533.8,263.6,,,,,µg remifentanil,0.368,MD,-44.39999999999998,Some concerns,0,0,1,,,V34_HOLD,,Intraoperative dose precedes PACU randomization/intervention; baseline covariate.,No,No significant intraoperative opioid-sparing effect,SOURCE-VERIFIED,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,V33-OD-0078
F-exposure-007,F-exposure,F_intraop_fixed_or_unclear_exposure,Wu 2025,WU25_TEAS_vs_SHAM_INTRAOPSUF,PACU TEAS,Sham/no current,Sufentanil consumption,Intraoperative,Mean/SD,50,50,24.2,9.5,,,,,24.3,10.9,,,,,µg sufentanil,0.953,MD,-0.1000000000000014,Some concerns,0,0,1,,,V34_HOLD,,Intraoperative dose precedes PACU randomization/intervention; baseline covariate.,No,No intraoperative opioid-sparing effect,SOURCE-VERIFIED,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,V33-OD-0077
F-rescue-opioid-001,F-rescue-opioid,F_rescue_opioid,Yao 2015,YAO15_TEAS_vs_CONTROL_RESCUECOUNT24,Preoperative TEAS,Control/no current,Cumulative rescue sufentanil administrations,0-24 h,Median/IQR,35,36,,,1,1,3,,,,3.5,2,7.8,,administrations,0.004 in Table 3; 0.04 in prose,,,Some concerns,0,0,1,P1,RESOLVED_BY_NATIVE_DATA_RULE,EXCLUDE_OR_NARRATIVE,,UNRESOLVED P-value,No,VAS≥4 -> sufentanil 0.05 µg/kg IV. Preserve unresolved P-value discrepancy.,SOURCE-VERIFIED / AF-NORMALIZED / P1 P-VALUE HOLD,https://drive.google.com/file/d/1OhcqPgP7chnaiBaZBPBAy4PQlSFMelfh/view?usp=drivesdk,AF-HIST-YAO15_TEAS_vs_CONTROL_RESCUECOUNT24
F-rescue-opioid-002,F-rescue-opioid,F_rescue_opioid,Chen 2015 (Hyperalgesia),CHEN15H_TEAS_vs_SHAM_RESCUECOUNT24,Preoperative TEAS,Electrodes/no-current sham,Cumulative number of rescue sufentanil PCIA boluses,0-24 h,Median/IQR,29,30,,,3,2,4,,,,7,6,8,,boluses,<0.001,,,Some concerns,1,0,0,,,STRICT_MODEL,,,No,One TEAS participant excluded for protocol breach. Do not convert using group-average body weight to absolute µg.,SOURCE-VERIFIED / ATTRITION QC,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,V33-OD-0259
F-rescue-opioid-003,F-rescue-opioid,F_rescue_opioid,Chen 2015,CHEN15Q_TEAS_vs_CTRL_RESCUECOUNT24,Preoperative TEAS,Electrodes/device with no stimulation,Cumulative rescue morphine administrations,0-24 h,Median/IQR,41,42,,,1,1,3,,,,3.5,2,7,,administrations of 2-mg IV morphine,0.004,,,Some concerns,1,0,0,,,STRICT_MODEL,,,No,Source reports count; exact pre-dose VAS trigger not separately stated. Existing v20 converted-dose row is retained separately.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1ZtE8GImDcpDJH1tOvzqazoh_S4Gd67oH/view?usp=drivesdk,AF-HIST-CHEN15Q_TEAS_vs_CTRL_RESCUECOUNT24
F-rescue-opioid-004,F-rescue-opioid,F_rescue_opioid,Xie 2014,XIE14_EAS_vs_SHAM_DEZOCINE48,Active EAS PC4/PC6,Sham needling PC4/PC6,Participants receiving rescue dezocine,Through postoperative 48 h,Events/total,20,20,,,,,,1,,,,,,6,participants,<0.05; exact pairwise P NR,RR,0.1666666666666667,Some concerns,1,0,0,,,STRICT_MODEL,,,Yes,Dezocine 5 mg IV at patient request; counts are derived from reported percentages.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,AF-HIST-XIE14_EAS_vs_SHAM_DEZOCINE48
F-rescue-opioid-005,F-rescue-opioid,F_rescue_opioid,Ntritsou 2014,NTRI14_EA_vs_SHAM_RESCUE,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Total rescue analgesia,First 24 h,Qualitative / exact quantities unavailable,35,35,,,,,,,,,,,,,tramadol 50 mg IV then morphine 2 mg IV as needed,P<0.001 reported,,,Some concerns,0,0,1,P1,RESOLVED_BY_NARRATIVE_ONLY,V34_HOLD,,Nonstandard or incomplete statistic; no inferred quantities.,No,Main article reports significantly less total rescue analgesia but does not tabulate exact rescue tramadol/morphine quantities,MISSING / EXACT RESCUE DOSES NOT REPORTED,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,V33-OD-0113
F-rescue-opioid-006,F-rescue-opioid,F_rescue_opioid,Yu 2020,YU20_TEAS_vs_CONTROL_RESCUE24,Preoperative TEAS,Control/no current,Participants requiring rescue sufentanil,0-24 h,Events/total,30,30,,,,,,13,,,,,,24,participants,<0.01,RR,0.5416666666666666,Some concerns,1,0,0,,,STRICT_MODEL,,,No,Rescue sufentanil dose and exact trigger not reported; registration retrospective.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1fXpHc9FzhpPCkXto8c5lfcLoA3ROdOEz/view?usp=drivesdk,AF-HIST-YU20_TEAS_vs_CONTROL_RESCUE24
F-rescue-opioid-007,F-rescue-opioid,F_rescue_opioid,Tu 2024,TU24_TEAS_vs_SHAM_TRAMADOL,Postoperative TEAS,Sham/no current,Any rescue tramadol use,6–24 h,Events/total,57,58,,,,,,3,,,,,,6,participants,0.315,RR,0.5087719298245614,Some concerns,1,0,0,,,STRICT_MODEL,,,No,Tramadol was 10 mg IM for VAS >6; number of doses/cumulative tramadol per patient is not reported,SOURCE-VERIFIED / DOSE MISSING,https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,V33-OD-0097
F-rescue-opioid-008,F-rescue-opioid,F_rescue_opioid,Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_RESCUE,Pre-induction TEAS,Placebo/sham TEAS,Any rescue dezocine use,Through POD1,Events/total,43,43,,,,,,3,,,,,,8,participants,Table P=0.106; prose P=0.430,RR,0.375,Some concerns,0,0,1,P1,RESOLVED_BY_RAW_DATA_RULE,EXCLUDE_OR_NARRATIVE,,UNRESOLVED P-value,No,All rescue users received one 5-mg IM dezocine dose; no repeat rescue doses were required,SOURCE-VERIFIED / P-VALUE CONFLICT,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,V33-OD-0169
F-rescue-opioid-009,F-rescue-opioid,F_rescue_opioid,Zhou 2025,ZHOU25_TEAS_vs_SHAM_RESCUE,PACU TEAS,Sham/no current,Any rescue analgesia,POD1-POD3,Events/total,48,49,,,,,,6,,,,,,13,participants,0.124,RR,0.4711538461538461,Some concerns,1,0,0,,,STRICT_MODEL,,,No,Not a 24-h opioid dose; exact cumulative tramadol dose is not reported,SOURCE-VERIFIED,https://drive.google.com/file/d/1gpNBuoukUttXKWiAAeZSqdIaaHSMOwDU/view?usp=drivesdk,V33-OD-0029
F-rescue-nonopioid-001,F-rescue-nonopioid,F_rescue_nonopioid,Li 2022,LI22_EA_vs_SHAM_RESCUEFLURB48,Preoperative electroacupuncture,Sham electroacupuncture,Participants receiving rescue flurbiprofen,0-48 h,Events/total,39,40,,,,,,0,,,,,,0,participants,Not estimable; double-zero,RR,,—,0,0,1,,,EXCLUDE_OR_NARRATIVE,,,No,Flurbiprofen 50 mg rescue; exact trigger/threshold not reported. Double-zero event.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,AF-HIST-LI22_EA_vs_SHAM_RESCUEFLURB48
F-rescue-nonopioid-002,F-rescue-nonopioid,F_rescue_nonopioid,Hou 2023,HOU23_TEAS_vs_SHAM_RESCUE,Perioperative TEAS,Sham/no-current TEAS,Any rescue flurbiprofen use,Postoperative,Events/total,36,36,,,,,,15,,,,,,28,participants,0.002,RR,0.5357142857142857,Some concerns,0,0,1,,,EXCLUDE_OR_NARRATIVE,,UNRESOLVED window,No,"Flurbiprofen is an NSAID, not an opioid",SOURCE-VERIFIED,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,V33-OD-0207
F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,Sun 2017,SUN17_TSS_vs_SSS_NSAID48,Preoperative true TEAS only,All-period sham TEAS (SSS),Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,91,90,,,,,,,,,,,,,11.0% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Do not convert printed percentages to exact event counts without confirmation,SOURCE-VERIFIED / PERCENTAGES ONLY,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,V33-OD-0102
F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,Sun 2017,SUN17_TTS_vs_SSS_NSAID48,Preoperative + intraoperative true TEAS,All-period sham TEAS (SSS),Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,91,90,,,,,,,,,,,,,15.4% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Do not convert printed percentages to exact event counts without confirmation,SOURCE-VERIFIED / PERCENTAGES ONLY,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,V33-OD-0103
F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,Sun 2017,SUN17_TST_vs_SSS_NSAID48,Preoperative + postoperative true TEAS,All-period sham TEAS (SSS),Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,89,90,,,,,,,,,,,,,7.9% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Do not convert printed percentages to exact event counts without confirmation,SOURCE-VERIFIED / PERCENTAGES ONLY,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,V33-OD-0104
F-rescue-nonopioid-004,F-rescue-nonopioid,F_rescue_nonopioid,Lu 2021,LU21_COMB_vs_SHAM_PARECOX24,Combined PC6+CV17 TEAS,Sham/no current,Participants receiving rescue parecoxib,By 24 h,Events/total,190,188,,,,,,4,,,,,,7,participants,0.35 in Table 3; 0.58 in prose,RR,0.5654135338345865,Some concerns,0,0,1,P1,RESOLVED_BY_RAW_DATA_RULE,EXCLUDE_OR_NARRATIVE,,UNRESOLVED P-value,Yes,NRS>4 -> parecoxib sodium 40 mg. Preserve P-value inconsistency.,SOURCE-VERIFIED / AF-NORMALIZED / P1 P-VALUE HOLD,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,AF-HIST-LU21_COMB_vs_SHAM_PARECOX24
F-mixed/undefined-001,F-mixed/undefined,F_rescue_mixed_or_undefined,Wang 2023,WANG23_TEAS_vs_SHAM_RESCUEDOSE,Nighttime TEAS,Sham/no current,Cumulative number of additional rescue-analgesia doses,0-72 h,Mean/SD,40,43,0.53,0.55,,,,,0.98,0.96,,,,,rescue doses,0.011,MD,-0.45,Some concerns,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,UNRESOLVED,No,"Rescue drug, dose, route and opioid/non-opioid identity are not specified in the main article",SOURCE-VERIFIED / DRUG IDENTITY MISSING,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,V33-OD-0081
F-mixed/undefined-002,F-mixed/undefined,F_rescue_mixed_or_undefined,Zhang 2025,ZHANG25_TEAS_vs_SHAM_RESCUE,Perioperative TEAS,Sub-sensory sham,Any rescue analgesia demand,POD1 / postoperative period reported in Table 4,Events/total,45,48,,,,,,14,,,,,,29,participants,0.005 in Table 4; 0.002 in prose,RR,0.5149425287356322,Some concerns,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,DO NOT POOL pending clarification,No,Published RR 0.70 (0.44-1.10) conflicts with raw counts (~0.52) and significant P-value; use raw event counts,SOURCE-VERIFIED / PUBLISHED EFFECT QC,https://drive.google.com/file/d/1eHx6Hk16vmIfMgoiZ5eNae4zmCR5ktwJ/view?usp=drivesdk,V33-OD-0040
F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_PARACET24,PACU TEAS,Sham/no current,Compound paracetamol rescue-use metric,Initial 24 h,Mean/SD,50,50,0.3,0.5,,,,,0.8,0.9,,,,,published rescue-use metric; unit not clearly specified,0.001,MD,-0.5,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,AF-HIST-WU25_TEAS_vs_SHAM_RESCUE_PARACET24
F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_OXYAPAP24,PACU TEAS,Sham/no current,Oxycodone + acetaminophen rescue-use metric,Initial 24 h,Mean/SD,50,50,0.3,0.5,,,,,0.3,0.6,,,,,published rescue-use metric; unit not clearly specified,0.864,MD,0,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,AF-HIST-WU25_TEAS_vs_SHAM_RESCUE_OXYAPAP24
F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_PARECOX24,PACU TEAS,Sham/no current,Parecoxib sodium rescue-use metric,Initial 24 h,Mean/SD,50,50,4.8,13.1,,,,,11.2,18.1,,,,,published rescue-use metric; unit not clearly specified,0.046,MD,-6.399999999999999,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,AF-HIST-WU25_TEAS_vs_SHAM_RESCUE_PARECOX24
F-mixed/undefined-004,F-mixed/undefined,F_rescue_mixed_or_undefined,Liang 2021,LIANG21_TEAS_vs_CTRL_EXTRAANALG,Preoperative TEAS,Control/no stimulation,Published 'extra analgesia' metric,Not reported,Unresolved reported metric,35,35,,,,,,,,,,,,,unresolved,0.045,,,—,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,EXCLUDE unresolved,No,"Source calls this 'number of patients' despite non-integer 3.8(1.9) vs5.0(2.9); drug, unit, trigger and time window not reported.",SOURCE-VERIFIED / AF-NORMALIZED / P1 UNRESOLVED,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,AF-HIST-LIANG21_TEAS_vs_CTRL_EXTRAANALG
F-mixed/undefined-005,F-mixed/undefined,F_rescue_mixed_or_undefined,Yang 2020,YANG20_EA_vs_UC_BUCINNAZINE,EA + usual care,Usual care,Participants receiving rescue bucinnazine,Postoperative; exact cumulative window not reported,Events/total,29,28,,,,,,5,,,,,,7,participants,0.473,RR,0.6896551724137931,Some concerns,0,0,1,P2,,EXCLUDE_OR_NARRATIVE,,UNRESOLVED window,No,VAS>3/10 -> bucinnazine100 mg IM; exact cumulative observation window not reported.,SOURCE-VERIFIED / AF-NORMALIZED / WINDOW-QC,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,AF-HIST-YANG20_EA_vs_UC_BUCINNAZINE
F-mixed/undefined-006,F-mixed/undefined,F_rescue_mixed_or_undefined,Yang 2024,YANG24_EA_vs_UC_BUCINNAZINE,Perioperative EA + usual care,Usual care,Participants receiving rescue bucinnazine,Postoperative; exact cumulative window not reported,Events/total,90,90,,,,,,48,,,,,,64,participants,0.014,RR,0.75,Some concerns,0,0,1,P2,,EXCLUDE_OR_NARRATIVE,,UNRESOLVED window,No,VAS≥4 or patient request -> bucinnazine100 mg IM; exact cumulative observation window not reported.,SOURCE-VERIFIED / AF-NORMALIZED / WINDOW-QC,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,AF-HIST-YANG24_EA_vs_UC_BUCINNAZINE
F-mixed/undefined-007,F-mixed/undefined,F_rescue_mixed_or_undefined,Zhou 2021,ZHOU21_TEAS_vs_UC_OPIOIDUSE,Postoperative TEAS + ERAS,ERAS/usual care,Any postoperative opioid use,Postoperative window not clearly defined as 0-24 h,Events/total,41,40,,,,,,18,,,,,,30,participants,0.004,RR,0.5853658536585366,High,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,EXCLUDE fixed-time pools,No,Exact postoperative time window is not clearly stated,SOURCE-VERIFIED / WINDOW QC,https://drive.google.com/file/d/1PxYyULBv_ZjWeqAm_bNYkDn_j2_lNYLq/view?usp=drivesdk,V33-OD-0032
F-mixed/undefined-007,F-mixed/undefined,F_rescue_mixed_or_undefined,Zhou 2021,ZHOU21_TEAS_vs_UC_MME_POSTOP,Postoperative TEAS + ERAS,ERAS/usual care,Author-defined postoperative morphine-equivalent dose,Postoperative study period; exact cumulative window not reported,Mean/SD,41,40,8.935,3.66,,,,,12.83,8.097,,,,,mg morphine-equivalent (author-defined),0.182,MD,-3.895,High,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,EXCLUDE fixed-time pools,No,Methods vs Table3 footnote use inconsistent pentazocine conversion; exact postoperative cumulative window unclear.,SOURCE-VERIFIED / AF-NORMALIZED / P1 WINDOW+CONVERSION HOLD,https://drive.google.com/file/d/1PxYyULBv_ZjWeqAm_bNYkDn_j2_lNYLq/view?usp=drivesdk,AF-HIST-ZHOU21_TEAS_vs_UC_MME_POSTOP
F-PCA-001,F-PCA,F_PCA_behavior,Chen 2020,CHEN20_TEAS_vs_SHAM_PCAATT48,Perioperative TEAS,Sham low/zero-current protocol,Total PCIA attempts over 48-h course,0-48 h,Mean/SD,40,40,4.83,1.06,,,,,14.05,2.01,,,,,pump attempts,<0.001,MD,-9.22,High,0,1,0,,,SENSITIVITY_MODEL,,,No,"Patient-generated behavior; active stimulation above sensory threshold, sham below threshold.",SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/1y0_cC1NCl5g2vYxDMOtYmxVA_YEE-rsR/view?usp=drivesdk,AF-HIST-CHEN20_TEAS_vs_SHAM_PCAATT48
F-PCA-001,F-PCA,F_PCA_behavior,Chen 2020,CHEN20_TEAS_vs_SHAM_PCAEFF48,Perioperative TEAS,Sham low/zero-current protocol,Effective PCIA attempts over 48-h course,0-48 h,Mean/SD,40,40,4.58,0.93,,,,,7.48,1.18,,,,,pump attempts,<0.001,MD,-2.9,High,0,1,0,,,SENSITIVITY_MODEL,,,No,"Patient-generated behavior; active stimulation above sensory threshold, sham below threshold.",SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/1y0_cC1NCl5g2vYxDMOtYmxVA_YEE-rsR/view?usp=drivesdk,AF-HIST-CHEN20_TEAS_vs_SHAM_PCAEFF48
F-PCA-002,F-PCA,F_PCA_behavior,He 2026 (hepatectomy/JIS),HEJIS26_TEAS_vs_CTRL_PCAATT24,Intraoperative PC6 TEAS,No-current PC6 control,PCA attempts,24 h,Mean/SD,80,79,2.7,3.3,,,,,3.5,6.1,,,,,attempts,0.02,MD,-0.7999999999999998,Some concerns,0,1,0,P1,RESOLVED_BY_PARTIAL_EXCLUSION,SENSITIVITY_MODEL,,,No,Fewer attempts despite no difference in total MME,SOURCE-VERIFIED,https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,V33-OD-0216
F-PCA-002,F-PCA,F_PCA_behavior,He 2026 (hepatectomy/JIS),HEJIS26_TEAS_vs_CTRL_PCADELIV24,Intraoperative PC6 TEAS,No-current PC6 control,Effective PCA deliveries,24 h,Mean/SD,80,79,2.6,3.3,,,,,3.5,6,,,,,effective deliveries,0.02,MD,-0.9,Some concerns,0,1,0,P1,RESOLVED_BY_PARTIAL_EXCLUSION,SENSITIVITY_MODEL,,,No,PCA contains sufentanil + oxycodone; delivery count is not a single-opioid dose. 48-h counters remain P1 unresolved.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,AF-HIST-HEJIS26_TEAS_vs_CTRL_PCADELIV24
F-PCA-003,F-PCA,F_PCA_behavior,Ao 2021,AO21_TEAS_vs_SHAM_PCA48,Repeated perioperative TEAS,Sham/no current,Cumulative PCA solution consumption,48 h,Mean/SD,32,33,102.8,7.4,,,,,120.6,9.2,,,,,mL PCA solution,NR,MD,-17.8,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,Exact 24-h sufentanil total is not reported; the earlier 24-h VAS row is graph-digitized and remains derived.,SOURCE-VERIFIED / 48H ONLY,https://drive.google.com/file/d/1tNFnY0fJpx53hrtY4DIaE1RsNjE55Xvd/view?usp=drivesdk,V33-OD-0262
F-PCA-004,F-PCA,F_PCA_behavior,Liu 2021,LIU21_TEAS_vs_CTRL_PCAPRESS24,Perioperative TEAS,Electrodes/no current,PCA pump compressions,0-24 h,Mean/SD,50,50,17.62,2.687,,,,,17.38,3.801,,,,,presses,0.716,MD,0.240000000000002,High,0,1,0,,,SENSITIVITY_MODEL,,,No,Compressions may represent demands rather than successful boluses; do not convert to sufentanil mass,SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,V33-OD-0165
F-PCA-005,F-PCA,F_PCA_behavior,Long 2025,LONG25_TEAS_vs_CTRL_PCIAPRESS48,Perioperative electrical acupoint stimulation,Electrodes/no current,PCIA compression count,48 h,Mean/SD,27,26,7.11,2.14,,,,,8.62,1.84,,,,,presses,0.008,MD,-1.509999999999999,High,0,1,0,,,SENSITIVITY_MODEL,,,No,Do not translate compression count into delivered sufentanil mass,SOURCE-VERIFIED,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,V33-OD-0149
F-PCA-006,F-PCA,F_PCA_behavior,Zheng 2025,ZHENG25_TEAS_vs_SHAM_PCA_PRESS,Perioperative TEAS,Sham/no current,Total PCIA button presses,Postoperative; exact pump duration NR,Mean/SD,42,43,6.3,2.2,,,,,10.7,3.9,,,,,presses,0.004,MD,-4.399999999999999,Some concerns,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,UNRESOLVED window,No,"PCIA final volume/concentration is NR, so presses cannot be converted to sufentanil mass",SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,V33-OD-0035
F-PCA-007,F-PCA,F_PCA_behavior,Jin 2023,JIN23_2HZ_vs_SHAM_NAPC48,2-Hz postoperative EA,Sham nonpenetrating EA/no current,Cumulative analgesic pump compressions,48 h,Median/IQR,53,52,,,1,0,3,,,,9,4.3,12,,pump compressions,<0.001 vs sham,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,174 randomized but outcome tables use only 158 completers; dropout reasons include 'unsatisfactory effects' despite ITT terminology,SOURCE-VERIFIED / COMPLETE-CASE + MULTI-ARM QC,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,V33-OD-0188
F-PCA-007,F-PCA,F_PCA_behavior,Jin 2023,JIN23_20100_vs_SHAM_NAPC48,20/100-Hz postoperative EA,Sham nonpenetrating EA/no current,Cumulative analgesic pump compressions,48 h,Median/IQR,53,52,,,1,0,4.5,,,,9,4.3,12,,pump compressions,<0.001 vs sham,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,174 randomized but outcome tables use only 158 completers; dropout reasons include 'unsatisfactory effects' despite ITT terminology,SOURCE-VERIFIED / COMPLETE-CASE + MULTI-ARM QC,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,V33-OD-0189
F-PCA-008,F-PCA,F_PCA_behavior,Lee 2011,LEE11_LOW_vs_SHAM_PCADEMAND24,Low-frequency dense-sparse SSP,Sham SSP,Total PCA demands,0-24 h,Mean/SD,10,12,41.6,36.47,,,,,74.18,39.33,,,,,PCA demands,Direct active-vs-sham pairwise P not reported,MD,-32.58000000000001,Some concerns,0,1,0,P2,,SENSITIVITY_MODEL,,,Yes,Four-arm study; preserve shared sham control. Two low-frequency participants excluded.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,AF-HIST-LEE11_LOW_vs_SHAM_PCADEMAND24
