Canonical study,Comparison ID,Intervention arm,Comparator arm,Outcome family,Outcome/result,Timepoint/window,Data type,Randomized n intervention,Randomized n comparator,Analyzed n intervention,Analyzed n comparator,Mean intervention,SD intervention,Median intervention,Q1 intervention,Q3 intervention,Events intervention,Mean comparator,SD comparator,Median comparator,Q1 comparator,Q3 comparator,Events comparator,Unit/scale,Reported P,Directly reported?,Derived/converted?,Derived effect measure,Derived effect,Exact 0-24 h postoperative opioid?,Primary opioid meta-analysis eligible?,Other analysis eligibility,Shared-control / multi-arm issue,Source-QC issue,Source location,Source PDF URL,Record status,V34 record ID,V34 audit row,V34 disposition,Raw statistic intervention,Raw dispersion intervention,Raw statistic comparator,Raw dispersion comparator,Minimum intervention,Maximum intervention,Minimum comparator,Maximum comparator,IQR width intervention,IQR width comparator,Analysis population,V34 source filename,V34 source quote,V34 eligibility,V34 eligibility reason,V34 RoB2 status,V34 endpoint class,V34 modality,V34 comparator class,V34 time class
Zheng 2025,ZHENG25_TEAS_vs_SHAM_PONV,Perioperative TEAS,Sham/no current,PONV,Any PONV,Within 24 h postoperatively,Events/total,44,44,42,43,,,,,,18,,,,,,29,participants,0.023,Percentages directly reported; counts derived,Yes,RR,0.6354679802955665,No,No,Eligible for dichotomous 24-h PONV analysis,No,Counts 18/42 and 29/43 are reconstructed from reported 42.9% and 67.4%; use percentages as source truth,Primary outcome / 24-h PONV result,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,SOURCE-VERIFIED / COUNTS DERIVED,V33-OD-0033,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,PONV composite,TEAS,Sham,within 24h postoperatively
Zheng 2025,ZHENG25_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no current,Intraoperative opioid,Total intraoperative remifentanil consumption,Intraoperative,Mean/SD,44,44,42,43,233.1,29.6,,,,,289.5,37.9,,,,,µg remifentanil,0.031,Yes,No,MD,-56.40000000000001,No,No,"Eligible for intraoperative opioid-sparing analysis, not postoperative 24-h opioid analysis",No,Not a postoperative endpoint,"Table 3, p9",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0034,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intraoperative opioid,TEAS,Sham,intraoperative
Zheng 2025,ZHENG25_TEAS_vs_SHAM_PCA_PRESS,Perioperative TEAS,Sham/no current,Opioid demand,Total PCIA button presses,Postoperative; exact pump duration NR,Mean/SD,44,44,42,43,6.3,2.2,,,,,10.7,3.9,,,,,presses,0.004,Yes,No,MD,-4.399999999999999,No,No,Eligible for PCA-demand analysis only,No,"PCIA final volume/concentration is NR, so presses cannot be converted to sufentanil mass",Postoperative PCIA results,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,V33-OD-0035,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PCA/PCIA button presses,TEAS,Sham,postoperative; exact pump duration nr
Zheng 2025,ZHENG25_TEAS_vs_SHAM_OPIOID24,Perioperative TEAS,Sham/no current,Opioid consumption,Exact cumulative postoperative sufentanil mass,0-24 h,Not reported,44,44,42,43,,,,,,,,,,,,,µg sufentanil,,No,No,,,No,No,Not eligible for continuous 24-h opioid meta-analysis without author data,No,Final PCIA volume/concentration and exact cumulative sufentanil mass are not reported,PCIA formulation section / missing outcome,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,V33-OD-0036,,,,,,,,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),TEAS,Sham,0-24h
Zhan 2020,ZHAN20_TAPTEAS_vs_TAP_PAIN24,TAP block + postoperative TEAS,TAP block,Pain,VAS pain intensity,24 h postoperatively,Source-format ambiguous,30,30,30,30,,,,,,,,,,,,,VAS,0.03 pairwise,Yes,No,,,No,No,Qualitative/source-text use only until summary format is clarified,Yes,"Printed source values are TAP+TEAS '2 (1.7 ± 2.2)' vs TAP '2 (2.0 ± 3.0)'; format is not defined as mean/SD, median/IQR, or range","Table 2, p4",https://drive.google.com/file/d/1GYG7JxUOQxbt724-Ng7dWv3sYeC8dDSr/view?usp=drivesdk,SOURCE-VERIFIED / FORMAT QC,V33-OD-0037,,,,,,,,,,,,,,,,HOLD,"Unresolved source statistic, denominator or timepoint.",EXISTING_RESULT_SPECIFIC: High,Pain — unspecified context,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,24 h point
Zhan 2020,ZHAN20_TAPTEAS_vs_TAP_OPIOID24,TAP block + postoperative TEAS,TAP block,Opioid consumption,Actual cumulative postoperative sufentanil consumption,0-24 h,Not reported,30,30,30,30,,,,,,,,,,,,,µg sufentanil,,No,No,,,No,No,Not eligible for continuous 24-h opioid meta-analysis,Yes,Only programmed PCIA reservoir/basal settings are reported; actual group-specific delivered opioid is NR,PCIA protocol / exact 24-h opioid section,https://drive.google.com/file/d/1GYG7JxUOQxbt724-Ng7dWv3sYeC8dDSr/view?usp=drivesdk,MISSING / NOT OBSERVED,V33-OD-0038,,,,,,,,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,0-24h
Zhang 2025,ZHANG25_TEAS_vs_SHAM_SUFPOD1,Perioperative TEAS,Sub-sensory sham,Opioid consumption,Total sufentanil consumption,POD1; approximately 24 h but exact clock window not explicit,Mean/SD,54,54,45,48,50.53,4.46,,,,,53.79,5.14,,,,,µg sufentanil,0.002,Yes,No,MD,-3.259999999999998,Conditional,Conditional,Eligible for POD1 opioid analysis; strict 0-24-h use requires confirmation,No,"Endpoint is directly reported as POD1, not explicitly clock-defined 0-24 h; 15/108 excluded after randomization","Table 4, p9",https://drive.google.com/file/d/1eHx6Hk16vmIfMgoiZ5eNae4zmCR5ktwJ/view?usp=drivesdk,SOURCE-VERIFIED / WINDOW QC,V33-OD-0039,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,Postoperative opioid dose (native window/unit),TEAS,Sham,pod1; approximately 24h but exact clock window not explicit
Zhang 2025,ZHANG25_TEAS_vs_SHAM_RESCUE,Perioperative TEAS,Sub-sensory sham,Rescue analgesia,Any rescue analgesia demand,POD1 / postoperative period reported in Table 4,Events/total,54,54,45,48,,,,,,14,,,,,,29,participants,0.005 in Table 4; 0.002 in prose,Yes,No,RR,0.5149425287356322,No,No,Eligible for binary rescue-analgesia analysis using raw counts,No,Published RR 0.70 (0.44-1.10) conflicts with raw counts (~0.52) and significant P-value; use raw event counts,"Table 4, p9",https://drive.google.com/file/d/1eHx6Hk16vmIfMgoiZ5eNae4zmCR5ktwJ/view?usp=drivesdk,SOURCE-VERIFIED / PUBLISHED EFFECT QC,V33-OD-0040,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Rescue analgesia — drug class unresolved,TEAS,Sham,pod1 / postoperative period reported in table 4
Zhang 2025,ZHANG25_TEAS_vs_SHAM_VISCERAL_POD1,Perioperative TEAS,Sub-sensory sham,Pain,Moderate-to-severe visceral pain,POD1,Events/total,54,54,45,48,,,,,,4,,,,,,18,participants,0.001,Percentages directly reported; counts reconstructed exactly from denominators,Yes,RR,0.237037037037037,No,No,Eligible for dichotomous visceral-pain analysis,No,Figure 3D reports 8.9% vs 37.5%; 4/45 and 18/48 are exact denominator reconstructions,"Figure 3D, p8",https://drive.google.com/file/d/1eHx6Hk16vmIfMgoiZ5eNae4zmCR5ktwJ/view?usp=drivesdk,SOURCE-VERIFIED / COUNTS DERIVED,V33-OD-0041,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Pain — unspecified context,TEAS,Sham,pod1
Zhang 2023,ZHANG23_TEAS_vs_SHAM_VOID,TEAS,Sham/no current,Urinary recovery,Time to first spontaneous void,Postoperative,Median/IQR,975,973,922,916,,,5.6,3.7,8,,,,7.1,4.7,9.7,,hours,<0.001,Yes,No,,,No,No,Eligible for urinary-recovery meta-analysis using median/IQR methods,No,110/1948 randomized participants were excluded from final analysis; abstract gives sham median 7.0 h but Table 2 gives 7.1 h—use table value,Table 2 / primary spontaneous-void outcome,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0042,,,,,,,,,,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: High,Urinary recovery,TEAS,Sham,postoperative
Zhang 2023,ZHANG23_TEAS_vs_SHAM_DELAYED,TEAS,Sham/no current,Urinary recovery,Delayed urinary recovery (>12 h without spontaneous void),Postoperative,Events/total,975,973,922,916,,,,,,103,,,,,,173,participants,<0.001,Yes,No,RR,0.5915012601406844,No,No,Eligible for dichotomous delayed-voiding analysis,No,"Use analyzed denominators 922 and 916, not randomized denominators",Table 2 / delayed urinary recovery,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0043,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Urinary recovery,TEAS,Sham,postoperative
Zhang 2023,ZHANG23_TEAS_vs_SHAM_POUR,TEAS,Sham/no current,Urinary recovery,Postoperative urinary retention,Postoperative,Events/total,975,973,922,916,,,,,,75,,,,,,104,participants,0.02,Yes,No,RR,0.7164608710161855,No,No,Eligible for dichotomous POUR analysis,No,Use analyzed denominators 922 and 916,Table 2 / POUR result,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,V33-OD-0044,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Urinary recovery,TEAS,Sham,postoperative
Zhang 2023,ZHANG23_TEAS_vs_SHAM_MME48,TEAS,Sham/no current,Opioid consumption,Postoperative IV morphine-equivalent consumption,Within 48 h,Median/IQR,975,973,922,916,,,110,80,110,,,,110,90,110,,mg IV morphine-equivalent,NR,Yes,Yes,,,No,No,Potentially eligible for 48-h opioid analysis if median/IQR endpoints are prespecified,No,Authors converted opioids using ClinCalc; exact 24-h postoperative dose is not reported,Table 1 / postoperative opioid-equivalent result,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,SOURCE-VERIFIED / 48H ONLY,V33-OD-0045,,,,,,,,,,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),TEAS,Sham,within 48h
Zhang 2023,ZHANG23_TEAS_vs_SHAM_OPIOID24,TEAS,Sham/no current,Opioid consumption,Exact cumulative postoperative opioid dose,0-24 h,Not reported,975,973,922,916,,,,,,,,,,,,,mg IV morphine-equivalent,,No,No,,,No,No,Not eligible for strict continuous 24-h opioid meta-analysis,No,Only a postoperative 48-h opioid-equivalent endpoint is reported,Exact 24-h endpoint absent,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,MISSING / NOT REPORTED,V33-OD-0046,,,,,,,,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),TEAS,Sham,0-24h
Zhang 2014,ZHANG14_TEAS_vs_SHAM_RR,Preoperative TEAS,Sham/no current,Recovery,Recovery-room stay,Recovery-room discharge,Mean/SD,33,32,33,32,35.6,12.9,,,,,48.3,16.3,,,,,minutes,0.01,Yes,No,MD,-12.7,No,No,Eligible for recovery-time analysis,No,Abstract incorrectly states 72 randomized; detailed flowchart/tables show 65 randomized and analyzed,Primary outcome / recovery-room stay,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0047,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,Functional recovery — PACU,TEAS,Sham,recovery-room discharge
Zhang 2014,ZHANG14_TEAS_vs_SHAM_REMI,Preoperative TEAS,Sham/no current,Intraoperative opioid,Remifentanil consumption rate,Intraoperative,Mean/SD,33,32,33,32,0.06,0.02,,,,,0.09,0.03,,,,,µg/kg/min,0.01,Yes,No,MD,-0.03,No,No,Eligible for intraoperative opioid-sparing analysis only,No,"Weight/time-normalized consumption, not absolute remifentanil dose",Table 2 / intraoperative remifentanil,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0048,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intraoperative opioid,TEAS,Sham,intraoperative
Zhang 2014,ZHANG14_TEAS_vs_SHAM_NAUSEA,Preoperative TEAS,Sham/no current,PONV,Postoperative nausea,Postoperative,Events/total,33,32,33,32,,,,,,7,,,,,,15,participants,0.03,Yes,No,RR,0.4525252525252526,No,No,Eligible for dichotomous nausea analysis,No,No exact narrower time window reported in the extraction,Table 3 / postoperative side effects,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0049,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Nausea,TEAS,Sham,postoperative
Zhang 2014,ZHANG14_TEAS_vs_SHAM_VOMIT,Preoperative TEAS,Sham/no current,PONV,Postoperative vomiting,Postoperative,Events/total,33,32,33,32,,,,,,4,,,,,,11,participants,0.03,Yes,No,RR,0.3526170798898072,No,No,Eligible for dichotomous vomiting analysis,No,No exact narrower time window reported in the extraction,Table 3 / postoperative side effects,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0050,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Vomiting,TEAS,Sham,postoperative
Zhang 2014,ZHANG14_TEAS_vs_SHAM_OPIOID24,Preoperative TEAS,Sham/no current,Opioid consumption,Exact cumulative postoperative opioid dose,0-24 h,Not reported,33,32,33,32,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h postoperative opioid meta-analysis,No,Study reports intraoperative remifentanil rate but no exact postoperative opioid-consumption total,Postoperative analgesic section,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,MISSING / NOT REPORTED,V33-OD-0051,,,,,,,,,,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),TEAS,Sham,0-24h
Yang 2024,YANG24_EA_vs_UC_MORPH24,Perioperative EA + usual care,Usual care,Opioid consumption,Morphine use via IV PCA,First 24 h / POD1,Mean/SD,90,90,90,90,43.7,4.7,,,,,44,4.9,,,,,mg morphine,0.733,Yes,No,MD,-0.2999999999999972,Yes,Yes,Primary continuous 24-h opioid outcome,No,All 180 randomized participants retained in ITT; open-label patients but objective PCA drug-use record,Table 3 / Morphine use on POD1,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0052,,,,,,,,,,,,,,,,INCLUDE,Locked strict primary result; prespecified source adjudication and conversions retained.,EXISTING_LOCKED_PRIMARY: Some concerns,Postoperative opioid dose (native window/unit),EA,Usual care,cumulative 0–24 h (locked primary source adjudication)
Yang 2024,YANG24_EA_vs_UC_FLATUS,Perioperative EA + usual care,Usual care,GI recovery,Time to first flatus,Postoperative,Mean/SD,90,90,90,90,15.4,3.2,,,,,17,3.7,,,,,hours,0.004,Yes,No,MD,-1.6,No,No,Eligible for GI-recovery meta-analysis,No,Open-label participants; outcome assessor blinded,Table 2 / primary first-flatus outcome,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0053,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,GI — first flatus,EA,Usual care,postoperative
Yang 2024,YANG24_EA_vs_UC_DEFEC,Perioperative EA + usual care,Usual care,GI recovery,Time to first defecation,Postoperative,Mean/SD,90,90,90,90,75.9,7.9,,,,,79.7,8.1,,,,,hours,0.002,Yes,No,MD,-3.799999999999997,No,No,Eligible for GI-recovery meta-analysis,No,Open-label participants; outcome assessor blinded,Table 2 / primary first-defecation outcome,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0054,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,GI — first defecation,EA,Usual care,postoperative
Yang 2024,YANG24_EA_vs_UC_VOMIT,Perioperative EA + usual care,Usual care,PONV,Postoperative vomiting,0-24 h after surgery,Events/total,90,90,90,90,,,,,,12,,,,,,25,participants,0.016,Yes,No,RR,0.48,No,No,Eligible for dichotomous vomiting analysis at matching follow-up,No,No sham acupuncture; patient knowledge could affect subjective nausea but vomiting is more objective,Secondary outcomes / PONV,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0055,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Vomiting,EA,Usual care,0-24h
Xiong 2021,XIONG21_TEAS_vs_CTRL_PONV48,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,PONV,Any PONV,Within 48 h,Events/total,31,31,31,31,,,,,,13,,,,,,24,participants,0.004,Yes,No,RR,0.5416666666666667,No,No,Eligible for dichotomous 48-h PONV analysis,No,Participant blinding intended but active postoperative tingling may have revealed allocation,Abstract / 48-h PONV result,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0056,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,PONV composite,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,within 48h
Xiong 2021,XIONG21_TEAS_vs_CTRL_CIPONV,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,PONV,Clinically important PONV,Within 48 h,Events/total,31,31,31,31,,,,,,5,,,,,,15,participants,0.007,Yes,No,RR,0.3333333333333333,No,No,Eligible for dichotomous clinically-important PONV analysis,No,Patient-reported symptom severity; sensory blinding may be imperfect,Abstract / clinically important PONV,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,SOURCE-VERIFIED,V33-OD-0057,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PONV composite,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,within 48h
Xiong 2021,XIONG21_TEAS_vs_CTRL_RESCUEAE,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,Rescue antiemetic,Any rescue antiemetic medication,Within 48 h,Events/total,31,31,31,31,,,,,,9,,,,,,18,participants,0.021,Percentages directly reported; counts exactly reconstructed from 29.0% and 58.1%,Yes,RR,0.5,No,No,Eligible for dichotomous rescue-antiemetic analysis,No,Counts reconstructed exactly from group denominator 31,Abstract / rescue antiemetic result,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,SOURCE-VERIFIED / COUNTS DERIVED,V33-OD-0058,,,,,,,,,,,,,,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Rescue antiemetic,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,within 48h
