batch,batch_row,study,outcome_family,outcome_result,timepoint_window,intervention_arm,comparator_arm,randomized_n_int,randomized_n_comp,analyzed_n_int,analyzed_n_comp,statistic_type,value_int,dispersion_int,value_comp,dispersion_comp,events_int,events_comp,unit_scale,reported_p,effect_estimate_as_printed,analysis_population,page,table_or_figure,verbatim_quote,ambiguity_notes,v34_audit_row,v34_disposition,v34_v34_record_id,v34_v33_excel_row,v34_outcome,v34_window
1,39,Zhu 2022,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery,Group Pre — EA day before surgery,Group Usual — usual care alone,103,104,101,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,8,28,participants,<0.001**,NOT REPORTED,Per-protocol,p. 420,Table 2,6–24 h after surgery: Antiemetic requirement (n) 8 16 9 28 <0.001**,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,40,ADDED,AUDIT-0040,,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery
1,40,Zhu 2022,PONV,Nausea severity score,6–24 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Mean/SD,0.34,0.76,0.5,0.88,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.011,NOT REPORTED,Per-protocol,p. 420,Table 2,6–24 h after surgery: Nausea (mean±SD) 0.22±0.66 0.34±0.76 0.2±0.6 0.5±0.88 0.011,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,41,ADDED,AUDIT-0041,,Nausea severity score,6–24 h after surgery
1,41,Zhu 2022,PONV,Vomiting severity score,6–24 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Mean/SD,0.15,0.54,0.41,0.8,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.008,NOT REPORTED,Per-protocol,p. 420,Table 2,6–24 h after surgery: Vomiting (mean±SD) 0.12±0.53 0.15±0.54 0.2±0.67 0.41±0.8 0.008,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,42,ADDED,AUDIT-0042,,Vomiting severity score,6–24 h after surgery
1,42,Zhu 2022,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,16,28,participants,<0.001**,NOT REPORTED,Per-protocol,p. 420,Table 2,6–24 h after surgery: Antiemetic requirement (n) 8 16 9 28 <0.001**,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,43,ADDED,AUDIT-0043,,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery
1,43,Zhu 2022,PONV,Nausea severity score,6–24 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Mean/SD,0.2,0.6,0.5,0.88,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.011,NOT REPORTED,Per-protocol,p. 420,Table 2,6–24 h after surgery: Nausea (mean±SD) 0.22±0.66 0.34±0.76 0.2±0.6 0.5±0.88 0.011,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,44,ADDED,AUDIT-0044,,Nausea severity score,6–24 h after surgery
1,44,Zhu 2022,PONV,Vomiting severity score,6–24 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Mean/SD,0.2,0.67,0.41,0.8,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.008,NOT REPORTED,Per-protocol,p. 420,Table 2,6–24 h after surgery: Vomiting (mean±SD) 0.12±0.53 0.15±0.54 0.2±0.67 0.41±0.8 0.008,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,45,ADDED,AUDIT-0045,,Vomiting severity score,6–24 h after surgery
1,45,Zhu 2022,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,9,28,participants,<0.001**,NOT REPORTED,Per-protocol,p. 420,Table 2,6–24 h after surgery: Antiemetic requirement (n) 8 16 9 28 <0.001**,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,46,ADDED,AUDIT-0046,,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery
1,46,Zhu 2022,PONV,Postoperative nausea incidence,24–48 h after surgery,Group Pre — EA day before surgery,Group Usual — usual care alone,103,104,101,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,2,7,participants,0.164,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Nausea (n) 2 2 2 7 0.164,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,47,ADDED,AUDIT-0047,,Postoperative nausea incidence,24–48 h after surgery
1,47,Zhu 2022,PONV,Postoperative vomiting incidence,24–48 h after surgery,Group Pre — EA day before surgery,Group Usual — usual care alone,103,104,101,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,1,5,participants,0.307,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Vomiting (n) 1 2 1 5 0.307,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,48,ADDED,AUDIT-0048,,Postoperative vomiting incidence,24–48 h after surgery
1,48,Zhu 2022,PONV,Nausea severity score,24–48 h after surgery,Group Pre — EA day before surgery,Group Usual — usual care alone,103,104,101,101,Mean/SD,0.04,0.28,0.12,0.45,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.178,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Nausea (mean±SD) 0.04±0.28 0.03±0.22 0.04±0.28 0.12±0.45 0.178,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,49,ADDED,AUDIT-0049,,Nausea severity score,24–48 h after surgery
1,49,Zhu 2022,PONV,Vomiting severity score,24–48 h after surgery,Group Pre — EA day before surgery,Group Usual — usual care alone,103,104,101,101,Mean/SD,0.02,0.2,0.08,0.37,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.214,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Vomiting (mean±SD) 0.02±0.2 0.02±0.14 0.02±0.2 0.08±0.37 0.214,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,50,ADDED,AUDIT-0050,,Vomiting severity score,24–48 h after surgery
1,50,Zhu 2022,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Group Pre — EA day before surgery,Group Usual — usual care alone,103,104,101,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,1,7,participants,0.045*,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Antiemetic requirement (n) 1 2 1 7 0.045*,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,51,ADDED,AUDIT-0051,,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery
1,51,Zhu 2022,PONV,Postoperative nausea incidence,24–48 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,2,7,participants,0.164,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Nausea (n) 2 2 2 7 0.164,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,52,ADDED,AUDIT-0052,,Postoperative nausea incidence,24–48 h after surgery
1,52,Zhu 2022,PONV,Postoperative vomiting incidence,24–48 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,2,5,participants,0.307,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Vomiting (n) 1 2 1 5 0.307,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,53,ADDED,AUDIT-0053,,Postoperative vomiting incidence,24–48 h after surgery
1,53,Zhu 2022,PONV,Nausea severity score,24–48 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Mean/SD,0.03,0.22,0.12,0.45,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.178,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Nausea (mean±SD) 0.04±0.28 0.03±0.22 0.04±0.28 0.12±0.45 0.178,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,54,ADDED,AUDIT-0054,,Nausea severity score,24–48 h after surgery
1,54,Zhu 2022,PONV,Vomiting severity score,24–48 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Mean/SD,0.02,0.14,0.08,0.37,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.214,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Vomiting (mean±SD) 0.02±0.2 0.02±0.14 0.02±0.2 0.08±0.37 0.214,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,55,ADDED,AUDIT-0055,,Vomiting severity score,24–48 h after surgery
1,55,Zhu 2022,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,2,7,participants,0.045*,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Antiemetic requirement (n) 1 2 1 7 0.045*,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,56,ADDED,AUDIT-0056,,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery
1,56,Zhu 2022,PONV,Postoperative nausea incidence,24–48 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,2,7,participants,0.164,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Nausea (n) 2 2 2 7 0.164,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,57,ADDED,AUDIT-0057,,Postoperative nausea incidence,24–48 h after surgery
1,57,Zhu 2022,PONV,Postoperative vomiting incidence,24–48 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,1,5,participants,0.307,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Vomiting (n) 1 2 1 5 0.307,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,58,ADDED,AUDIT-0058,,Postoperative vomiting incidence,24–48 h after surgery
1,58,Zhu 2022,PONV,Nausea severity score,24–48 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Mean/SD,0.04,0.28,0.12,0.45,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.178,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Nausea (mean±SD) 0.04±0.28 0.03±0.22 0.04±0.28 0.12±0.45 0.178,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,59,ADDED,AUDIT-0059,,Nausea severity score,24–48 h after surgery
1,59,Zhu 2022,PONV,Vomiting severity score,24–48 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Mean/SD,0.02,0.2,0.08,0.37,NOT REPORTED,NOT REPORTED,4-point Likert-type severity scale 0-3,0.214,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Vomiting (mean±SD) 0.02±0.2 0.02±0.14 0.02±0.2 0.08±0.37 0.214,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,60,ADDED,AUDIT-0060,,Vomiting severity score,24–48 h after surgery
1,60,Zhu 2022,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,1,7,participants,0.045*,NOT REPORTED,Per-protocol,p. 420,Table 2,24–48 h after surgery: Antiemetic requirement (n) 1 2 1 7 0.045*,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,61,ADDED,AUDIT-0061,,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery
1,61,Zhu 2022,PONV,Postoperative nausea incidence,48–72 h after surgery,Group Pre — EA day before surgery,Group Usual — usual care alone,103,104,101,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,NOT REPORTED,NOT REPORTED,Per-protocol,p. 421,Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,62,ADDED,AUDIT-0062,,Postoperative nausea incidence,48–72 h after surgery
1,62,Zhu 2022,PONV,Postoperative vomiting incidence,48–72 h after surgery,Group Pre — EA day before surgery,Group Usual — usual care alone,103,104,101,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,NOT REPORTED,NOT REPORTED,Per-protocol,p. 421,Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,63,ADDED,AUDIT-0063,,Postoperative vomiting incidence,48–72 h after surgery
1,63,Zhu 2022,PONV,Postoperative nausea incidence,48–72 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,NOT REPORTED,NOT REPORTED,Per-protocol,p. 421,Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,64,ADDED,AUDIT-0064,,Postoperative nausea incidence,48–72 h after surgery
1,64,Zhu 2022,PONV,Postoperative vomiting incidence,48–72 h after surgery,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,103,104,98,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,NOT REPORTED,NOT REPORTED,Per-protocol,p. 421,Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,65,ADDED,AUDIT-0065,,Postoperative vomiting incidence,48–72 h after surgery
1,65,Zhu 2022,PONV,Postoperative nausea incidence,48–72 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,NOT REPORTED,NOT REPORTED,Per-protocol,p. 421,Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,66,ADDED,AUDIT-0066,,Postoperative nausea incidence,48–72 h after surgery
1,66,Zhu 2022,PONV,Postoperative vomiting incidence,48–72 h after surgery,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,103,104,100,101,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,NOT REPORTED,NOT REPORTED,Per-protocol,p. 421,Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,67,ADDED,AUDIT-0067,,Postoperative vomiting incidence,48–72 h after surgery
1,67,Yang 2020,GI adverse effect,Abdominal distension incidence,Postoperative; assessment window not separately stated,EA group,UC group,30,29,29,28,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,9,11,participants,0.514,NOT REPORTED,Available-case,e920648-5,Table 3,AD’s incidence (n [%])** 9 (31.03) 11 (39.28) 0.514,The article reports AD as a postoperative outcome but Table 3 does not attach a distinct clock time to this summary.,68,ADDED,AUDIT-0068,,Abdominal distension incidence,Postoperative; assessment window not separately stated
1,68,Yang 2020,GI adverse effect,Abdominal distension severity grade 0,Postoperative; assessment window not separately stated,EA group,UC group,30,29,29,28,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,20,17,participants,0.290,NOT REPORTED,Available-case,e920648-5,Table 3,AD’s degree ... 0 20 (70) 17 (60.7),"P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.",69,ADDED,AUDIT-0069,,Abdominal distension severity grade 0,Postoperative; assessment window not separately stated
