Canonicalstudy,ComparisonID,Interventionarm,Comparatorarm,Outcomefamily,Outcomeresult,Timepointwindow,Datatype,Randomizednintervention,Randomizedncomparator,Analyzednintervention,Analyzedncomparator,Meanintervention,SDintervention,Medianintervention,Q1intervention,Q3intervention,Eventsintervention,Meancomparator,SDcomparator,Mediancomparator,Q1comparator,Q3comparator,Eventscomparator,Unitscale,ReportedP,Directlyreported,Derivedconverted,Derivedeffectmeasure,Derivedeffect,Exact024hpostoperativeopioi,Primaryopioidmetaanalysiseli,Otheranalysiseligibility,Sharedcontrolmultiarmissue,SourceQCissue,Sourcelocation,SourcePDFURL,Recordstatus,AFlockIDs,AFtargets,AFendpointstratums,AFreconciliationactions,AFincludestrict,AFincludesensitivity,AFoverallRoB,AFunresolvedpriority,AFholdexcludenote,AFsourcetruthresults
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_RESCUE,Pre-induction TEAS,Placebo/sham TEAS,Rescue opioid use,Any rescue dezocine use,Through POD1,Events/total,44,44,43,43,,,,,,3,,,,,,8,participants,Table P=0.106; prose P=0.430,Yes,No,RR,.375,No,No,Eligible for binary rescue-opioid-use analysis with source-statistic QC,No,All rescue users received one 5-mg IM dezocine dose; no repeat rescue doses were required,Rescue analgesia,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,SOURCE-VERIFIED / P-VALUE CONFLICT,F-rescue-opioid-008,F-rescue-opioid,F_rescue_opioid,MATCHED,0,0,Some concerns,P1,UNRESOLVED P-value,3/43 vs8/43
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_FVAS24,Pre-induction TEAS,Placebo/sham TEAS,Pain,Resting F-VAS pain,24 h,Graph-only continuous data,44,44,43,43,,,,,,,,,,,,,F-VAS 0-100 mm,0.039,No,No,,,No,No,Not ready for continuous pain meta-analysis without formal graph digitization or author data,No,Exact means/SDs are figure-only; do not infer numeric values from bar heights,Figure 5 / F3 24 h,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,FIGURE ONLY / DIGITIZATION NEEDED,,,,,0,0,,,,
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_OPIOID24,Pre-induction TEAS,Placebo/sham TEAS,Opioid consumption,Complete postoperative opioid/MME exposure,0-24 h,Not calculable,44,44,43,43,,,,,,,,,,,,,sufentanil + butorphanol PCIA; rescue dezocine,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"PCIA composition is known but bolus volume, basal rate, delivered-volume and successful-delivery counts are not; two opioids are present in the pump",Postoperative PCIA section,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,MISSING / COMBINED OPIOID EXPOSURE NOT CALCULABLE,,,,,0,0,,,,
Liu 2025,LIU25_EA_vs_CTRL_SVT24,Perioperative electroacupuncture,Control/sham procedure,Cardiac rhythm,New-onset supraventricular tachycardia (SVT),First 24 h,Events/total,40,40,38,39,,,,,,4,,,,,,13,participants,0.02,Yes,No,RR,.3157894736842105,No,No,Eligible for dichotomous 24-h SVT analysis,No,Three randomized participants discontinued after randomization; preserve analyzed denominators 38 and 39,Primary outcome / first-24-h SVT,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Liu 2025,LIU25_EA_vs_CTRL_TSTN1,Perioperative electroacupuncture,Control/sham procedure,Sleep quality,Total sleep time measured by ambulatory sleep recorder,First postoperative night,Median/IQR,40,40,38,39,,,209.5,73.8,261.5,,,,119,48,193,,minutes,0.02,Yes,No,,,No,No,Eligible for objective postoperative sleep-duration analysis using median/IQR methods,No,Objective sleep-recorder endpoint; control electrical-current status is not completely clear in the publication,Objective sleep monitoring / first night,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Liu 2025,LIU25_EA_vs_CTRL_PAIN24,Perioperative electroacupuncture,Control/sham procedure,Pain,VAS pain intensity,24 h,Graph-only continuous data,40,40,38,39,,,,,,,,,,,,,VAS 0-10,Between-group difference not significant,No,No,,,No,No,Not ready for continuous 24-h pain pooling without formal digitization or author data,No,"Figure shows approximately 2/10 in both groups, but exact means/SDs are not numerically reported",Figure 2 / 24-h pain,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,FIGURE ONLY / DIGITIZATION NEEDED,,,,,0,0,,,,
Liu 2025,LIU25_EA_vs_CTRL_OPIOID24,Perioperative electroacupuncture,Control/sham procedure,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,40,40,38,39,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,No source-grounded exact 0-24-h postoperative opioid total is available in the reconciled extraction,Exact 24-h opioid endpoint absent,https://drive.google.com/file/d/1SHBSKFaeE4G3PXTGVMm7TR8L0H9EgtsD/view?usp=drivesdk,MISSING / NOT REPORTED,,,,,0,0,,,,
Li 2022,LI22_EA_vs_SHAM_NRS24,Preoperative electroacupuncture,Sham electroacupuncture,Pain,Postoperative NRS pain,24 h,Median/IQR,40,40,39,40,,,1.5,1,3,,,,1.6,1,3,,NRS 0-10,0.223,Yes,No,,,No,No,Eligible for 24-h pain analysis using median/IQR methods,No,One randomized participant was not included in the final EA analysis; the 24-h pain difference is not significant,24-h postoperative NRS,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Li 2022,LI22_EA_vs_SHAM_MPT24,Preoperative electroacupuncture,Sham electroacupuncture,Experimental pain,Mechanical pain threshold around surgical incision,24 h,Source-reported direction; exact value not promoted,40,40,39,40,,,,,,,,,,,,,mechanical threshold,No significant between-group difference at 24 h,Yes,No,,,No,No,Do not use as a continuous meta-analysis value without the exact source table/figure numbers,No,"EA advantage was reported at 30 min and 6 h, not at 24 or 48 h; the earlier stored RoB fabricated a significant 24-h result",Mechanical-threshold longitudinal result,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,SOURCE-VERIFIED / NO 24H BENEFIT,,,,,0,0,,,,
Li 2022,LI22_EA_vs_SHAM_OPIOID24,Preoperative electroacupuncture,Sham electroacupuncture,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,40,40,39,40,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,The prior derivative's 24-h sufentanil result was fabricated; no source-grounded exact 24-h postoperative opioid total is available,Exact 24-h opioid endpoint absent,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,MISSING / NOT REPORTED,,,,,0,0,,,,
Liang 2021,LIANG21_TEAS_vs_CTRL_CRBD_END,Preoperative TEAS,Control/no stimulation,Catheter-related bladder discomfort,CRBD incidence,End of surgery,Events/total,38,37,35,35,,,,,,9,,,,,,28,participants,NR,Yes,No,RR,.3214285714285714,No,No,Eligible for CRBD analysis at the matching timepoint,No,75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,CRBD incidence table,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Liang 2021,LIANG21_TEAS_vs_CTRL_CRBD_PACU,Preoperative TEAS,Control/no stimulation,Catheter-related bladder discomfort,CRBD incidence,PACU discharge,Events/total,38,37,35,35,,,,,,20,,,,,,28,participants,NR,Yes,No,RR,.7142857142857142,No,No,Eligible for CRBD analysis at the matching timepoint,No,75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,CRBD incidence table,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Liang 2021,LIANG21_TEAS_vs_CTRL_CRBD24,Preoperative TEAS,Control/no stimulation,Catheter-related bladder discomfort,CRBD incidence,24 h,Events/total,38,37,35,35,,,,,,7,,,,,,31,participants,<0.05,Yes,No,RR,.2258064516129032,No,No,Eligible for CRBD analysis at the matching timepoint,No,75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,CRBD incidence table,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Liang 2021,LIANG21_TEAS_vs_CTRL_CRBD48,Preoperative TEAS,Control/no stimulation,Catheter-related bladder discomfort,CRBD incidence,48 h,Events/total,38,37,35,35,,,,,,4,,,,,,19,participants,<0.05,Yes,No,RR,.2105263157894737,No,No,Eligible for CRBD analysis at the matching timepoint,No,75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,CRBD incidence table,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Liang 2021,LIANG21_TEAS_vs_CTRL_OPIOID24,Preoperative TEAS,Control/no stimulation,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,38,37,35,35,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,The source trial focuses on CRBD; no source-grounded exact cumulative 24-h opioid endpoint is available,Exact 24-h opioid endpoint absent,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,MISSING / NOT REPORTED,,,,,0,0,,,,
Lee 2011,LEE11_LOW_vs_SHAM_MORPH24,Low-frequency dense-sparse SSP,Sham SSP,Opioid consumption,Cumulative IV PCA morphine delivered,First 24 postoperative hours,Mean/SD,12,12,10,12,29.29,8.890000000000001,,,,,34.2,6.4,,,,,mg IV morphine,Pairwise significance not clearly reported,Yes,No,MD,-4.910000000000004,Yes,Yes,Eligible for 24-h opioid analysis; shared sham comparator requires multi-arm handling,Yes,Two of 12 low-frequency participants discontinued because they could not complete VAS; publication analyzed 47/49 with no ITT,Table 8 / total morphine delivered,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED / MULTI-ARM + ATTRITION QC,F-postop-dose-002,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,1,0,Some concerns,P2,,Sham34.20±6.40; high31.14±8.15; low29.29±8.89 mg
Lee 2011,LEE11_HIGH_vs_SHAM_MORPH24,100-Hz SSP,Sham SSP,Opioid consumption,Cumulative IV PCA morphine delivered,First 24 postoperative hours,Mean/SD,12,12,12,12,31.14,8.15,,,,,34.2,6.4,,,,,mg IV morphine,Pairwise significance not clearly reported,Yes,No,MD,-3.060000000000002,Yes,Yes,Eligible for 24-h opioid analysis; shared sham comparator requires multi-arm handling,Yes,Four-arm RCT; do not reconstruct total dose by summing interval means,Table 8 / total morphine delivered,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED,F-postop-dose-002,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,1,0,Some concerns,P2,,Sham34.20±6.40; high31.14±8.15; low29.29±8.89 mg
Lee 2011,LEE11_LOW_vs_CONTROL_MORPH24,Low-frequency dense-sparse SSP,Untreated control,Opioid consumption,Cumulative IV PCA morphine delivered,First 24 postoperative hours,Mean/SD,12,13,10,13,29.29,8.890000000000001,,,,,38.63,11.08,,,,,mg IV morphine,Authors report significant post-hoc difference,Yes,No,MD,-9.340000000000003,Yes,Yes,Eligible for active-vs-usual-care 24-h opioid analysis,Yes,This is not the sham-controlled contrast; keep separate from active-vs-sham synthesis,Table 8 / total morphine delivered,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Lee 2011,LEE11_LOW_vs_SHAM_VAS24,Low-frequency dense-sparse SSP,Sham SSP,Pain,VAS pain intensity,24 h,Mean/SD,12,12,10,12,1.21,1.31,,,,,2.54,.86,,,,,VAS 0-10,Group 4 significantly different from Groups 1-3,Yes,No,MD,-1.33,No,No,Eligible for 24-h pain analysis with shared-control adjustment,Yes,Rest vs movement not reported; two low-frequency participants excluded because unable to complete VAS,24-h VAS table,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Jin 2023,JIN23_2HZ_vs_SHAM_NAPC48,2-Hz postoperative EA,Sham nonpenetrating EA/no current,Opioid demand,Cumulative analgesic pump compressions,48 h,Median/IQR,58,58,53,52,,,1,0,3,,,,9,4.3,12,,pump compressions,<0.001 vs sham,Yes,No,,,No,No,Eligible for 48-h PCA-demand analysis; shared sham comparator requires multi-arm handling,Yes,174 randomized but outcome tables use only 158 completers; dropout reasons include 'unsatisfactory effects' despite ITT terminology,Primary outcome / Table 3,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,SOURCE-VERIFIED / COMPLETE-CASE + MULTI-ARM QC,F-PCA-007,F-PCA,F_PCA_behavior,MATCHED,0,1,Some concerns,,,"Sham9.0 (4.3–12.0), 2Hz1.0 (0–3.0),20/100Hz1.0 (0–4.5)"
Jin 2023,JIN23_20100_vs_SHAM_NAPC48,20/100-Hz postoperative EA,Sham nonpenetrating EA/no current,Opioid demand,Cumulative analgesic pump compressions,48 h,Median/IQR,58,58,53,52,,,1,0,4.5,,,,9,4.3,12,,pump compressions,<0.001 vs sham,Yes,No,,,No,No,Eligible for 48-h PCA-demand analysis; shared sham comparator requires multi-arm handling,Yes,174 randomized but outcome tables use only 158 completers; dropout reasons include 'unsatisfactory effects' despite ITT terminology,Primary outcome / Table 3,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,SOURCE-VERIFIED / COMPLETE-CASE + MULTI-ARM QC,F-PCA-007,F-PCA,F_PCA_behavior,MATCHED,0,1,Some concerns,,,"Sham9.0 (4.3–12.0), 2Hz1.0 (0–3.0),20/100Hz1.0 (0–4.5)"
Jin 2023,JIN23_2HZ_vs_SHAM_VOL24,2-Hz postoperative EA,Sham nonpenetrating EA/no current,Opioid consumption,Published 'fentanyl consumption' / PCIA solution volume,24 h,Mean/SD,58,58,53,52,39.31,15.58,,,,,56.54,12.5,,,,,mL PCIA solution,<0.001 overall; pairwise P<0.001 (2 Hz) / 0.001 (20/100 Hz),Yes,No,MD,-17.23,Yes,No,Raw 24-h solution-volume endpoint is usable; not eligible as fentanyl mass/MME until concentration is obtained,Yes,Main article does not report fentanyl concentration. Do not convert mL to µg/mg/MME. 2-Hz vs 20/100-Hz inferential statistics conflict between table and prose,Table 3 / 24-h 'fentanyl consumption',https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,SOURCE-VERIFIED / CONCENTRATION + MULTIPLICITY QC,,,,,0,0,,,,
Jin 2023,JIN23_20100_vs_SHAM_VOL24,20/100-Hz postoperative EA,Sham nonpenetrating EA/no current,Opioid consumption,Published 'fentanyl consumption' / PCIA solution volume,24 h,Mean/SD,58,58,53,52,45.72,16.92,,,,,56.54,12.5,,,,,mL PCIA solution,<0.001 overall; pairwise P<0.001 (2 Hz) / 0.001 (20/100 Hz),Yes,No,MD,-10.82,Yes,No,Raw 24-h solution-volume endpoint is usable; not eligible as fentanyl mass/MME until concentration is obtained,Yes,Main article does not report fentanyl concentration. Do not convert mL to µg/mg/MME. 2-Hz vs 20/100-Hz inferential statistics conflict between table and prose,Table 3 / 24-h 'fentanyl consumption',https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,SOURCE-VERIFIED / CONCENTRATION + MULTIPLICITY QC,,,,,0,0,,,,
Jin 2023,JIN23_OPIOID24_MASS,Active EA arms,Sham nonpenetrating EA/no current,Opioid consumption,Exact cumulative fentanyl mass / MME,0-24 h,Not calculable,58,58,,,,,,,,,,,,,,,µg fentanyl / MME,,No,No,,,Yes,No,Not eligible for mass-based 24-h opioid/MME meta-analysis until PCIA concentration is recovered,Yes,Only mL of solution are reported in the main article,PCIA formulation absent from main article,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,MISSING / SUPPLEMENT NEEDED,,,,,0,0,,,,
Jiang 2026,JIANG26_TEAS_vs_SHAM_FLATUS_PP,Perioperative TEAS,Sham/no current,GI recovery,Time to first flatus,Postoperative,Median/IQR,308,306,294,293,,,21.5,19,23.5,,,,23.5,21,26,,hours,<0.001,Yes,No,,,No,No,Eligible for GI-recovery analysis as per-protocol result; prefer modified-ITT sensitivity where appropriate,No,614 randomized but only 587 in PP. Sex/ASA baseline counts contain internal denominator errors,Primary outcome / PP analysis,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,SOURCE-VERIFIED / PP ATTRITION QC,,,,,0,0,,,,
Jiang 2026,JIANG26_TEAS_vs_SHAM_FLATUS_MITT,Perioperative TEAS,Sham/no current,GI recovery,Time to first flatus,Modified-ITT-type analysis among intervention recipients,Median/IQR,308,306,296,297,,,21.3,19,23.5,,,,23.4,21,26,,hours,<0.001,Yes,No,,,No,No,"Preferred sensitivity result for first flatus, but still excludes 21 randomized non-recipients",No,"Authors call this ITT, but it includes 593 who received allocated intervention, not all 614 randomized; 6 post-treatment missing values were conservatively imputed",Primary outcome / reported ITT analysis,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,SOURCE-VERIFIED / MODIFIED-ITT QC,,,,,0,0,,,,
Jiang 2026,JIANG26_TEAS_vs_SHAM_PONV24,Perioperative TEAS,Sham/no current,PONV,PONV incidence,Within 24 h,Events/total,308,306,294,293,,,,,,44,,,,,,67,participants,0.015,Yes,No,RR,.6544826885978272,No,No,Eligible for dichotomous 24-h PONV analysis using PP denominators,No,Use 44/294 vs 67/293; do not relabel 587 as randomized/ITT,24-h PONV result,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,SOURCE-VERIFIED / PP ATTRITION QC,,,,,0,0,,,,
Jiang 2026,JIANG26_TEAS_vs_SHAM_INTRAOP_REMI,Perioperative TEAS,Sham/no current,Intraoperative opioid,Remifentanil consumption,Intraoperative,Median/IQR,308,306,294,293,,,841.4,593.85,1278,,,,795.2,584,1228.2,,µg remifentanil,0.284,Yes,No,,,No,No,Eligible for intraoperative opioid analysis; no opioid-sparing signal,No,Direct source result; not a postoperative endpoint,Perioperative characteristics table,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,SOURCE-VERIFIED,F-exposure-006,F-exposure,F_intraop_fixed_or_unclear_exposure,MATCHED,0,1,Some concerns,P1,,Remi 841.4 [593.85–1278.0] vs795.2 [584.0–1228.2] μg; sufentanil 21.0 vs21.0 μg
Jiang 2026,JIANG26_TEAS_vs_SHAM_OPIOID24,Perioperative TEAS,Sham/no current,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,308,306,294,293,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis from main publication,No,PCIA use is reported but exact group-specific postoperative dose is not,Postoperative analgesia section,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,MISSING / NOT REPORTED,,,,,0,0,,,,
Huang 2025,HUANG25_EA_vs_UC_FLATUS,Postoperative EA + ERAS,ERAS/standard care,GI recovery,Time to first flatus,Postoperative,Mean/SD,51,50,43,45,36.4,8,,,,,42.2,8.5,,,,,hours,<0.001,Yes,No,MD,-5.800000000000004,No,No,Eligible for GI-recovery meta-analysis,No,13/101 randomized participants excluded after randomization; no sham procedure and patient blinding is not credible for penetrating postoperative EA,Co-primary outcome / first flatus,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION + BLINDING QC,,,,,0,0,,,,
Huang 2025,HUANG25_EA_vs_UC_DEFEC,Postoperative EA + ERAS,ERAS/standard care,GI recovery,Time to first defecation,Postoperative,Mean/SD,51,50,43,45,46,8,,,,,51.3,9.4,,,,,hours,0.010,Yes,No,MD,-5.299999999999997,No,No,Eligible for GI-recovery meta-analysis,No,Same post-randomization exclusion and no-sham concerns apply,Co-primary outcome / first defecation,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION + BLINDING QC,,,,,0,0,,,,
Huang 2025,HUANG25_EA_vs_UC_OPIOID24,Postoperative EA + ERAS,ERAS/standard care,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Not reported,51,50,43,45,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"PCA drug/composition and consumption are not reported; rescue analgesia was ketorolac, a non-opioid NSAID",Postoperative analgesia section,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,MISSING / PCA DRUG AND DOSE NR,,,,,0,0,,,,
Huang 2024,HUANG24_CONTRA_vs_SHAM_VASD1,Contralateral EA,Bilateral sham EA,Pain,VAS during walking/knee movement,POD1,Mean/SD,38,38,38,38,53.16,9.99,,,,,56.71,9.84,,,,,VAS 0-100,Adjusted pairwise not significant on Day 1,Yes,No,MD,-3.550000000000004,No,No,Eligible for POD1 movement-pain analysis with shared sham adjustment,Yes,Three-arm trial; 6 did not complete allocated intervention but authors state ITT and follow-up was obtained for all 114,Primary serial VAS / Day 1,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,SOURCE-VERIFIED / MULTI-ARM QC,,,,,0,0,,,,
Huang 2024,HUANG24_IPSI_vs_SHAM_VASD1,Ipsilateral EA,Bilateral sham EA,Pain,VAS during walking/knee movement,POD1,Mean/SD,38,38,38,38,53.5,10.79,,,,,56.71,9.84,,,,,VAS 0-100,Adjusted pairwise not significant on Day 1,Yes,No,MD,-3.210000000000001,No,No,Eligible for POD1 movement-pain analysis with shared sham adjustment,Yes,Three-arm trial; 6 did not complete allocated intervention but authors state ITT and follow-up was obtained for all 114,Primary serial VAS / Day 1,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,SOURCE-VERIFIED / MULTI-ARM QC,,,,,0,0,,,,
Huang 2024,HUANG24_CONTRA_vs_SHAM_PCA_D2,Contralateral EA,Bilateral sham EA,Opioid demand,Additional PCA dose/release,"POD2; 24 h after first EA session, not necessarily 24 h after surgery",Median/IQR,38,38,38,38,,,0,0,2,,,,2,2,4,,source unit not reported,P<0.001,Yes,No,,,No,No,Eligible only as supplemental PCA-use proxy; not as opioid mass/MME,Yes,"PCA drug, dose per release and outcome unit are not reported; timing is 24 h after first EA rather than explicitly 24 h after surgery",Primary PCA outcome / POD2,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,SOURCE-VERIFIED / UNIT + TIMEPOINT QC,F-postop-dose-009,F-postop-dose,F_postop_delivered_dose_or_solution,MATCHED,0,0,Some concerns,P1,UNRESOLVED unit,"0[0–2],2[0–2],2[2–4] across arms"
Huang 2024,HUANG24_OPIOID24,True-EA arms,Bilateral sham EA,Opioid consumption,Exact cumulative postoperative opioid dose,0-24 h,Not calculable,38,38,38,38,,,,,,,,,,,,,MME,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,Yes,"PCA drug identity/composition, bolus dose and exact 24-h-after-surgery exposure are unavailable",PCA regimen incomplete,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,MISSING / AUTHOR OR SUPPLEMENT DATA NEEDED,,,,,0,0,,,,
Hou 2023,HOU23_TEAS_vs_SHAM_PONV,Perioperative TEAS,Sham/no-current TEAS,PONV,PONV incidence,Postoperative / reported review window,Events/total,37,37,36,36,,,,,,4,,,,,,12,participants,0.023,Yes,No,RR,.3333333333333333,No,No,Eligible for dichotomous PONV analysis,No,Two withdrawals (one/group) for personal reasons; no blinding-success test despite active 6-15 mA vibration vs no current,PONV result,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Hou 2023,HOU23_TEAS_vs_SHAM_PAIN_D2,Perioperative TEAS,Sham/no-current TEAS,Pain,VAS-P pain,"D2 = one day after surgery, not exact clock-time 24 h",Median/IQR,37,37,36,36,,,30,30,47.5,,,,55,40,60,,VAS 0-100 mm,0.001,Yes,No,,,No,No,"Eligible for POD1/day-after-surgery pain analysis, not strict clock-time 24-h pooling without protocol allowance",No,D2 is author-defined as one day after surgery; do not silently label it exact 24 h,Postoperative pain / D2,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,SOURCE-VERIFIED / TIMEPOINT QC,,,,,0,0,,,,
Hou 2023,HOU23_TEAS_vs_SHAM_RESCUE,Perioperative TEAS,Sham/no-current TEAS,Rescue analgesia,Any rescue flurbiprofen use,Postoperative,Events/total,37,37,36,36,,,,,,15,,,,,,28,participants,0.002,Yes,No,RR,.5357142857142857,No,No,Eligible for non-opioid rescue-analgesia analysis only,No,"Flurbiprofen is an NSAID, not an opioid",Rescue analgesia,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,SOURCE-VERIFIED,F-rescue-nonopioid-002,F-rescue-nonopioid,F_rescue_nonopioid,MATCHED,0,0,Some concerns,,UNRESOLVED window,15/36 vs28/36; P=0.002
Hou 2023,HOU23_TEAS_vs_SHAM_OPIOID24,Perioperative TEAS,Sham/no-current TEAS,Opioid consumption,Actual total postoperative sufentanil consumption,0-24 h,Not reported,37,37,36,36,,,,,,,,,,,,,µg sufentanil,,No,No,,,Yes,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"PCIA concentration and basal/bolus settings are known, but actual bolus use/total delivered sufentanil are not reported; fixed basal exposure is not total consumption",PCIA regimen / consumption absent,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,MISSING / ACTUAL TOTAL NOT REPORTED,,,,,0,0,,,,
