change_id,study,source_audit_batch,change_type,sheet,old_value_or_status,new_value_or_status,outcome_family,outcome_result,timepoint,intervention,comparator,source_pdf,drive_link,page,table_or_figure,reason,analysis_impact,primary_model_impact,rob2_action,resolved_or_hold
V34-00026,Zhou 2025,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":26,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":26,""cells"":{""39"":""V33-OD-0026"",""55"":""NARRATIVE ONLY"",""56"":""Median and original dispersion preserved; no mean/SD conversion or MD pooling."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Pain — rest"",""59"":""TEAS"",""60"":""Sham"",""61"":""pod1""}}",Pain,Resting pain VAS,POD1,PACU TEAS,Sham/no current,,https://drive.google.com/file/d/1gpNBuoukUttXKWiAAeZSqdIaaHSMOwDU/view?usp=drivesdk,"Table 3, p8","Table 3, p8","Add current result identity, readiness and result-specific RoB metadata; original source values preserved.",Median and original dispersion preserved; no mean/SD conversion or MD pooling.,None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,NARRATIVE ONLY
V34-00027,Zhou 2025,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":27,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":27,""cells"":{""39"":""V33-OD-0027"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""PONV composite"",""59"":""TEAS"",""60"":""Sham"",""61"":""pod1""}}",PONV,PONV incidence,POD1,PACU TEAS,Sham/no current,,https://drive.google.com/file/d/1gpNBuoukUttXKWiAAeZSqdIaaHSMOwDU/view?usp=drivesdk,"Table 4, p8","Table 4, p8","Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,INCLUDE
V34-00028,Zhou 2025,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":28,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":28,""cells"":{""39"":""V33-OD-0028"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""GI — first flatus"",""59"":""TEAS"",""60"":""Sham"",""61"":""postoperative""}}",GI recovery,Time to first flatus,Postoperative,PACU TEAS,Sham/no current,,https://drive.google.com/file/d/1gpNBuoukUttXKWiAAeZSqdIaaHSMOwDU/view?usp=drivesdk,Postoperative recovery-time table,Postoperative recovery-time table,"Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,INCLUDE
V34-00029,Zhou 2025,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":29,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":29,""cells"":{""39"":""V33-OD-0029"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Rescue analgesia — drug class unresolved"",""59"":""TEAS"",""60"":""Sham"",""61"":""pod1-pod3""}}",Rescue analgesia,Any rescue analgesia,POD1-POD3,PACU TEAS,Sham/no current,,https://drive.google.com/file/d/1gpNBuoukUttXKWiAAeZSqdIaaHSMOwDU/view?usp=drivesdk,"Table 3, p8","Table 3, p8","Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,INCLUDE
V34-00030,Zhou 2025,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":30,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":30,""cells"":{""39"":""V33-OD-0030"",""55"":""NOT REPORTED"",""56"":""Accessed source does not supply the requested numerical result."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Postoperative opioid dose (native window/unit)"",""59"":""TEAS"",""60"":""Sham"",""61"":""0-24h""}}",Opioid consumption,Exact cumulative postoperative opioid dose,0-24 h,PACU TEAS,Sham/no current,,https://drive.google.com/file/d/1gpNBuoukUttXKWiAAeZSqdIaaHSMOwDU/view?usp=drivesdk,Not numerically reported,Not numerically reported,"Add current result identity, readiness and result-specific RoB metadata; original source values preserved.",Accessed source does not supply the requested numerical result.,None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,NOT REPORTED
V34-00031,Zhou 2021,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":31,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":31,""cells"":{""39"":""V33-OD-0031"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Pain — unspecified context"",""59"":""TEAS"",""60"":""Usual care"",""61"":""pod1-pod5 average""}}",Pain,Average postoperative pain,POD1-POD5 average,Postoperative TEAS + ERAS,ERAS/usual care,,https://drive.google.com/file/d/1PxYyULBv_ZjWeqAm_bNYkDn_j2_lNYLq/view?usp=drivesdk,"Table 3, p6","Table 3, p6","Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,INCLUDE
V34-00032,Zhou 2021,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":32,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":32,""cells"":{""39"":""V33-OD-0032"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Postoperative opioid dose (native window/unit)"",""59"":""TEAS"",""60"":""Usual care"",""61"":""postoperative window not clearly defined as 0-24h""}}",Opioid consumption,Any postoperative opioid use,Postoperative window not clearly defined as 0-24 h,Postoperative TEAS + ERAS,ERAS/usual care,,https://drive.google.com/file/d/1PxYyULBv_ZjWeqAm_bNYkDn_j2_lNYLq/view?usp=drivesdk,Table 3,Table 3,"Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,INCLUDE
V34-00033,Zheng 2025,4,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":33,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":33,""cells"":{""39"":""V33-OD-0033"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""EXISTING_RESULT_SPECIFIC: Some concerns"",""58"":""PONV composite"",""59"":""TEAS"",""60"":""Sham"",""61"":""within 24h postoperatively""}}",PONV,Any PONV,Within 24 h postoperatively,Perioperative TEAS,Sham/no current,109499.pdf,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Primary outcome / 24-h PONV result,Primary outcome / 24-h PONV result,"Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,EXISTING_RESULT_SPECIFIC: Some concerns,INCLUDE
V34-00034,Zheng 2025,4,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":34,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":34,""cells"":{""39"":""V33-OD-0034"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Intraoperative opioid"",""59"":""TEAS"",""60"":""Sham"",""61"":""intraoperative""}}",Intraoperative opioid,Total intraoperative remifentanil consumption,Intraoperative,Perioperative TEAS,Sham/no current,109499.pdf,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,"Table 3, p9","Table 3, p9","Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,INCLUDE
V34-00035,Zheng 2025,4,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":35,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":35,""cells"":{""39"":""V33-OD-0035"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""PCA/PCIA button presses"",""59"":""TEAS"",""60"":""Sham"",""61"":""postoperative; exact pump duration nr""}}",Opioid demand,Total PCIA button presses,Postoperative; exact pump duration NR,Perioperative TEAS,Sham/no current,109499.pdf,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Postoperative PCIA results,Postoperative PCIA results,"Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,INCLUDE
V34-00036,Zheng 2025,4,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":36,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":36,""cells"":{""39"":""V33-OD-0036"",""55"":""NOT REPORTED"",""56"":""Accessed source does not supply the requested numerical result."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Postoperative opioid dose (native window/unit)"",""59"":""TEAS"",""60"":""Sham"",""61"":""0-24h""}}",Opioid consumption,Exact cumulative postoperative sufentanil mass,0-24 h,Perioperative TEAS,Sham/no current,109499.pdf,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,PCIA formulation section / missing outcome,PCIA formulation section / missing outcome,"Add current result identity, readiness and result-specific RoB metadata; original source values preserved.",Accessed source does not supply the requested numerical result.,None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,NOT REPORTED
V34-00037,Zhan 2020,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":37,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":37,""cells"":{""39"":""V33-OD-0037"",""55"":""HOLD"",""56"":""Unresolved source statistic, denominator or timepoint."",""57"":""EXISTING_RESULT_SPECIFIC: High"",""58"":""Pain — unspecified context"",""59"":""TEAS"",""60"":""CONTROL_TYPE_REVIEW_REQUIRED"",""61"":""24 h point""}}",Pain,VAS pain intensity,24 h postoperatively,TAP block + postoperative TEAS,TAP block,,https://drive.google.com/file/d/1GYG7JxUOQxbt724-Ng7dWv3sYeC8dDSr/view?usp=drivesdk,"Table 2, p4","Table 2, p4","Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Unresolved source statistic, denominator or timepoint.",None — strict primary k=7 and numerical results unchanged,EXISTING_RESULT_SPECIFIC: High,HOLD
V34-00038,Zhan 2020,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":38,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":38,""cells"":{""39"":""V33-OD-0038"",""55"":""NOT REPORTED"",""56"":""Accessed source does not supply the requested numerical result."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Postoperative opioid dose (native window/unit)"",""59"":""TEAS"",""60"":""CONTROL_TYPE_REVIEW_REQUIRED"",""61"":""0-24h""}}",Opioid consumption,Actual cumulative postoperative sufentanil consumption,0-24 h,TAP block + postoperative TEAS,TAP block,,https://drive.google.com/file/d/1GYG7JxUOQxbt724-Ng7dWv3sYeC8dDSr/view?usp=drivesdk,PCIA protocol / exact 24-h opioid section,PCIA protocol / exact 24-h opioid section,"Add current result identity, readiness and result-specific RoB metadata; original source values preserved.",Accessed source does not supply the requested numerical result.,None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,NOT REPORTED
V34-00039,Zhang 2025,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":39,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":39,""cells"":{""39"":""V33-OD-0039"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""EXISTING_RESULT_SPECIFIC: High"",""58"":""Postoperative opioid dose (native window/unit)"",""59"":""TEAS"",""60"":""Sham"",""61"":""pod1; approximately 24h but exact clock window not explicit""}}",Opioid consumption,Total sufentanil consumption,POD1; approximately 24 h but exact clock window not explicit,Perioperative TEAS,Sub-sensory sham,,https://drive.google.com/file/d/1eHx6Hk16vmIfMgoiZ5eNae4zmCR5ktwJ/view?usp=drivesdk,"Table 4, p9","Table 4, p9","Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,EXISTING_RESULT_SPECIFIC: High,INCLUDE
V34-00040,Zhang 2025,,METADATA_CORRECTION,Outcome_Data,"{""excel_row"":40,""cells"":{""39"":null,""55"":null,""56"":null,""57"":null,""58"":null,""59"":null,""60"":null,""61"":null}}","{""excel_row"":40,""cells"":{""39"":""V33-OD-0040"",""55"":""INCLUDE"",""56"":""Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection."",""57"":""ROB2_RESULT_SPECIFIC_PENDING"",""58"":""Rescue analgesia — drug class unresolved"",""59"":""TEAS"",""60"":""Sham"",""61"":""pod1 / postoperative period reported in table 4""}}",Rescue analgesia,Any rescue analgesia demand,POD1 / postoperative period reported in Table 4,Perioperative TEAS,Sub-sensory sham,,https://drive.google.com/file/d/1eHx6Hk16vmIfMgoiZ5eNae4zmCR5ktwJ/view?usp=drivesdk,"Table 4, p9","Table 4, p9","Add current result identity, readiness and result-specific RoB metadata; original source values preserved.","Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",None — strict primary k=7 and numerical results unchanged,ROB2_RESULT_SPECIFIC_PENDING,INCLUDE
